,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
94,Dash_game29,Indian 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳.... By birth and by blood.......,India,929,1674,99630,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
95,MichiganWave,"Nationalist.  For Strong Borders between Nations, & Self-Determination of the Founding Stocks within Nations. 
Anti-Scale, Anti-Corruption. Gab: @polarvortex42","In the North, On the Shore",2369,1674,53845,8,"So much for Europe's ""strategic autonomy.""

Worth noting though that President Macron of France seems somewhat aware of this, which is why he's been very dovish on Russia, even policing the language used to describe the war. USA wants this war to go on, France wants it over. https://t.co/0hFGg362CN",[]
96,AnalysisBrexit,Won’t lie it’s a bit grim on here 😕 aiming to inform. Camilla Fanning Applying EU expertise & creative analysis to Brexit (MFA; Lecturer on EU; Views my own),"Dublin City, Ireland",833,412,93312,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
97,carlose34,"Diseñador Gráfico / Director de Arte / Apasionado, noctámbulo, cinéfilo, amante d la historia y la cocina / Sibarita por principio y eterno buscador d sueños...",En la Ciudad de la Furia...,6585,8414,103191,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
98,WelshBritish54,"Proud to be Welsh,
Proud to be British, Proud of Our Culture, History and The Welsh, and British Flags",United Kingdom,141,29,5235,0,"Well its Macron that is ""Brain Dead"" NOT NATO it seems https://t.co/OU5iUJuspk",[]
99,HH201707,We must defeat Trumpism. #GunReformNow #FBR #Bluewave2022,,12369,12270,140421,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
100,iChengziQ,"不红不黑不吹。
张口就来的给我滚。","广东, 中华人民共和国",70,36,1715,0,"@ChristopherJM @zoyashef maybe Putin’s biggest mistake was he choose to invade Ukraine not France. just need 100000 soldiers not 200000, just take 3 days not 3 months, francs under  macron government  will surrender to Russian!",[]
101,siemara_d,"Pro-democracy algorithm, political, content&brand strategy, policy wonk, 💯% fidelity2democracy🇺🇸🇺🇦 https://t.co/KMr6x8u2M1 https://t.co/0MuZxh0kdk https://t.co/rykYW7Zt1t",,5001,427,29990,690,"Macron and Scholz should ONLY be providing Ukraine weapons and training, cutting off Russian energy, and visiting Zelensky in Kyiv (which neither have done). No more chitchats with Putin!",[]
102,GordHoff17,"Retired writer, performer and producer of creative nonfiction living the Okanagan lifestyle. New grandfather. Dawgo owner. Cancer survivor so far.","British Columbia, Canada",176,23,975,690,"Macron and Scholz should ONLY be providing Ukraine weapons and training, cutting off Russian energy, and visiting Zelensky in Kyiv (which neither have done). No more chitchats with Putin!",[]
103,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,34,"Further confirmation. @EmmanuelMacron doing fascist Putin's bidding, whatever his reasons; his reasons are irrelevant.
https://t.co/O4O8edzLvv",[]
104,mzktwmn,,,171,36,17462,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
105,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,59,"If Macron and Scholz are appeasing Putin, imagine how they will behave with Xi Jinping and a serious security concern such as China. Also.. Numbers in terms of military assistance to Ukraine are telling.",[]
106,lanaten123,,,234,13,2108,530,Calling the dictator Putin again and again – submitting to humiliation for no gain – Emmanuel Macron is the Chornobayivka of politicians.,[]
107,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,38,"@RadioFreeTom @JuliaDavisNews @nytimes Which is especially annoying, not just just wrong, because conflating Putin’s interests with Russia’s is what Putin always does. Macron too now, with ""humiliating Russia"" when it’s really just humiliating Putin.",[]
108,NewsJunkie60,We Overcame 45*’s WH! A bleeding heart liberal and proud of it. #BLM Pro 🏳️‍🌈! Pro Humanity! Pro Justice 🚫lists #TheResistance ❌ DM,United States,5822,7839,544048,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
109,TedGover,"Various musings; Dir.,CGU Tribal Pgrm; Govnt Affairs/PR; Obsessed w/ chips & salsa,mint chip i-cream; 你好。宜しく。Please, Remember The Fallen. https://t.co/nadhBI84J4","Orange County, CA  ",4960,361,3747,0,"French support for Ukraine questioned with Macron's proposal for new European 'political community', by Jonathan Eyal  https://t.co/lxsRwSxKZB",[]
110,shrrkislv,Dañsal a ran gant an diaoul ha para?,,62,33,679,167,"damiano : « have fun and don’t get too close to the tables !! »

macron in front of his tv :  #Eurovision https://t.co/mqcLX6vcRE",['Eurovision']
111,evtushenko1205,,Сибирь,581,186,38742,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
112,Fairygaslight,,,111,68,16662,34,"Further confirmation. @EmmanuelMacron doing fascist Putin's bidding, whatever his reasons; his reasons are irrelevant.
https://t.co/O4O8edzLvv",[]
113,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,18,"@igorsushko @EmmanuelMacron Macron is way behind on this.   He needs to explain to Putin’s Russia that leaving Crimea will save them from inevitable humiliation.  

Just as the lend-lease program turned the tide in WWII, history is being repeated.  The momentum shift is in the air.  #WindOfChange https://t.co/XR01VFUPMm",[]
114,Bert_Huisman,,"Hilversum, NL",119,33,3434,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
115,scott_podvin,,,64,6,2012,39,@Kasparov63 Honestly Macron and these types (and they are a type) all need to go to Bucha and experience their “Auchwitz moment” that drives home the point that there is deep evil afoot in the world currently and understand that it must be absolutely vanquished at all costs.,[]
116,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,196,"“Putin is a dictator. He doesn’t need to save face in front of anyone,"" https://t.co/p24L0Jg3G4",[]
117,ChuckBlakeman,Entrepreneur/Speaker/Author/Inc. Columnist #1 Biz Bk 2010 http://t.co/UG9i0800d2   Top 10 Biz Bk 2013  http://t.co/sj6cJSlsSw   TEDx Talk http://t.co/ZVMNoFJ6KH,Denver,16060,22280,28878,0,So easy for Macron to suggest Ukraine should give away some of their homeland to appease the little Czar wannabe. Why doesn't Macron offer the south of France  appease Putin? Zelensky is much more diplomatic in his response than I would be. https://t.co/vq93nwIamm,[]
118,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,563,THE MACRON-SCHOLZ PLAN TO ESTABLISH PEACE WITH RUSSIA apparently follows the following scenario: (1) Giving Ukraine delayed just enough arms and munition to defend but not re-access the annexed parts of Ukraine. (2) Keeping Putin's face and praising him by appeasement. ———1/2,[]
119,scott_podvin,,,64,6,2012,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
120,dogwoodcattails,Retired from DND after 35 years of harassment.,Cowichan Valley,461,138,4916,0,@visegrad24 @gtconway3d @kajakallas Thank you! Putin loves this attention. Macron just stop.,[]
121,BygoneDiva,"An artist & muse who can't stand the effing Tories. 
That's all you need to know.

 🦘#auspol 🌏 #climatecrisis  ⚖  #socialjustice",South Australia,645,619,28565,0,"@mjrowland68 @JasonClareMP @SenatorHume PM didn't 'step up' it's his job. What he did was 'step back' &amp; let state leaders take charge &amp; use ideas put to him by Trade Unions &amp; Labor regarding saving jobs whilst now taking full credit for it. When he needed to talk to fire chiefs, Pfizer, Macron or Sogavare he went AWOL!",[]
122,GranozioRanieri,Interessante,,798,472,4090,12,That’s all corrupt Zelensky knows how to do 💸💸💸 🤡 #Zelensky #Zelenski #Macron #Putin #Ukraine #guerreRussieUkraine #biden #StandWithUkraine️ #RussianUkrainianWar #StopPutin #Kremlin #OTAN https://t.co/tfyRH7lRlD,"['Zelensky', 'Zelenski', 'Macron', 'Putin', 'Ukraine', 'guerreRussieUkraine', 'biden']"
123,Upflip_UK,Don't follow me.,Deep in the hollows. GB.,17,20,3282,198,"Finland and Sweden are joining NATO. Both country's leaders are WEF young globalists. Add, Johnson,, Trudeau, Macron, Arden, Merkel, Morrison, Biden, Draghi, Zelenskyy etc etc, and you can see who the real enemy is. https://t.co/aHvBjQHAUO",[]
124,VhDmytro,"Interested in making Canada and the world a better place. Husband, father. Ukrainian born, Canadian grown. Personal opinions.","Ottawa, Ontario",261,56,3919,605,"In February 2015, during the Battle of Debaltseve, Putin knew he wasn't going to win. He got from Hollande and Merkel the Minsk ""ceasefire"" to consolidate gains.

Now, Putin knows he can't win. He hopes to get from Macron and Scholz another ""ceasefire"" to consolidate gains.",[]
125,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,605,"In February 2015, during the Battle of Debaltseve, Putin knew he wasn't going to win. He got from Hollande and Merkel the Minsk ""ceasefire"" to consolidate gains.

Now, Putin knows he can't win. He hopes to get from Macron and Scholz another ""ceasefire"" to consolidate gains.",[]
126,JayRoc5000,"Dad, Husband, Family guy, World Traveller, Anesthesiologist/Simulation Guy, Drummer, Arts Lover, Meditator, Cook, Lover of Life.....and PROUD UKRAINIAN CANADIAN",,695,246,10312,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
127,Graxhistory1,Simmer de LS3 y LS4 -Constructor y Creador de Historias en Youtube - Builder and Writer of Stories in Youtube - Simmer of TS3 & TS4 // Redactor de @Simlish4,Recién llegado a Sunset Valley,1082,739,15159,59,"If Macron and Scholz are appeasing Putin, imagine how they will behave with Xi Jinping and a serious security concern such as China. Also.. Numbers in terms of military assistance to Ukraine are telling.",[]
128,Haxker7,Pronouns: Z/V,,877,150,18904,86,"In 2019, Macron was right when he told Europe :

""NATO is brain dead""

And yet EU is walking like zombie into a suicide for the benefit of its US master. https://t.co/Ia8hxY0NeL",[]
129,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,1,"« Macron now seems to think he’s boss of Europe. But The value of French military assistance to Kyiv ($105m) is less than half of tiny Estonia’s ($220m). Macron’s vainglorious pre-war “phone diplomacy” with Putin badly backfired – in truth, he was played » https://t.co/3QXYBE6CBW",[]
130,GySgt_T,,,153,67,14330,1,"@LuisF0 @McFaul During the Cold War, the West was familiar with Soviet negotiating tactics. But 31 years of relative peace followed - Macron was literally a little boy during the Cold War, and a lot of other people just want to forget. So negotiating with Russians has to be relearned.",[]
131,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,530,Calling the dictator Putin again and again – submitting to humiliation for no gain – Emmanuel Macron is the Chornobayivka of politicians.,[]
132,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,8132,"Macron and Scholz's idea of giving up territory as to ""not humiliate Putin"" is fine.

We just need to decide which parts of France and Germany to give him.",[]
133,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
134,zaptrax,"Photographer, Flâneur, Politcal &  Economics Wonk,  Instagrammer: https://t.co/FGRk0wzDjZ","Hollywood, CA & Berlin, DE",843,185,8843,0,@McFaul At this point the best Putin can do is get a ceasefire to freeze the conflict while he still controls much of the Donbas and the land bridge from Crimea to Russia. Macron and probably Scholz are his allies in this strategy. Whatever Putin does will be to support that strategy.,[]
135,JayRoc5000,"Dad, Husband, Family guy, World Traveller, Anesthesiologist/Simulation Guy, Drummer, Arts Lover, Meditator, Cook, Lover of Life.....and PROUD UKRAINIAN CANADIAN",,695,246,10312,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
136,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,76,"Macron offered Zelensky to cede #Ukraine's sovereignty to save Putin's face. 
“It seems that this isn't very correct.” Zelensky told RAI.
It smells like a Vichy France. I bet Macron would certainly have made concessions to the Nazis in 1940.",['Ukraine']
137,ChuckBlakeman,Entrepreneur/Speaker/Author/Inc. Columnist #1 Biz Bk 2010 http://t.co/UG9i0800d2   Top 10 Biz Bk 2013  http://t.co/sj6cJSlsSw   TEDx Talk http://t.co/ZVMNoFJ6KH,Denver,16060,22280,28878,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
138,ageda_de,,,8,0,67,2478,"BREAKING: Ukrainian President Zelensky responds to French President Macron’s suggestion that he make territorial concessions to Putin to help Putin “save face” and end his invasion, saying, “We’re not ready to lose territory to save something for somebody.” RT TO THANK ZELENSKY!",[]
139,webby_tim,Russia being outraged about Finland and Sweden joining NATO is like a criminal being outraged about people fitting burglar alarms on their houses.,United States,0,1,178,0,"@Maxkatre @ChristopherJM @zoyashef Macron deserves all the bashing. It was an astonishingly idiotic thing to propose.

When Hitler invaded France, how would you have felt if America said ""just give them part of your land for peace""

The ignorance and hypocrisy of suggesting it is unforgivable.",[]
140,Anabellatibo,,,1682,2173,249096,11,"Anecdote 👁️ ۩۞۩
The 𝟏𝟖/𝟬𝟲/𝟐𝟎𝟏𝟕
French President Emmanuel Macron's party 
""La République en Marche"" and allies win a majority in 2nd round French legislative elections (18/6/2017)
Exactly 𝟔𝟔𝟔 Days after famous cathedral ""Notre Dame""  caught fire (15/04/2019) https://t.co/0dMqHShviZ",[]
141,nanteos620,,"Auburn, AL",710,262,563395,533,Not much difference between Macron and a Russian river crossing. Just because something has failed with devastating results several times doesn't stop him from trying the exact same thing again. https://t.co/d385GukPeq,[]
142,grover_david,Semi-nomadic.,,1835,223,18841,0,@brucewilson Macron makes him feel relevant and statesmanly. Like it's the 20s.,[]
143,dianesm36336929,,,80,16,1996,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
144,MaryTra75492030,,"Yukon, Canada",525,62,10975,8132,"Macron and Scholz's idea of giving up territory as to ""not humiliate Putin"" is fine.

We just need to decide which parts of France and Germany to give him.",[]
145,GlendaHicks,"Conservative. Brexiteer. Royalist. Woman. Meat Eater. Interested in film, theatre , music and art.
#BackBorisJohnson  #TeamBoris",London,392,617,20234,610,"Macron: President Zelenskyy can you concede some territory so that Putin can save face?
Zelenskyy: Yes, he can have Marseille",[]
146,theleftyleftie,Social Justice Greenwood Ranger || #Trans || #LGBTQ || The diabolic power of a helicopter || 🚫 Monkey Laundering || She/Her || Cisn't,,599,508,264898,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
147,murphyforever,Horses. Cats. Horses. Cats. Dogs. Horseracing. Aftercare.,Scottsdale ARIZONA,2954,3667,45021,0,I believe this very sweet boy is Macron. #asmussenbarn. https://t.co/5TaHrSnjnn,['asmussenbarn']
148,AmsbaryJanet,I love meeting new people and love my job driving a school bus,"Waterloo, IA",86,43,2838,691,"Macron and Scholz should ONLY be providing Ukraine weapons and training, cutting off Russian energy, and visiting Zelensky in Kyiv (which neither have done). No more chitchats with Putin!",[]
149,SGHelmericks,Hard-headed Dutchman / Sociologist / Trump Survivor #StandWithUkraine #Mariupol #Azovstal #PutinTheKiller #RussianWarCrimes,Colorado,2387,473,149304,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
150,happyathome4,,,167,46,58995,2478,"BREAKING: Ukrainian President Zelensky responds to French President Macron’s suggestion that he make territorial concessions to Putin to help Putin “save face” and end his invasion, saying, “We’re not ready to lose territory to save something for somebody.” RT TO THANK ZELENSKY!",[]
151,darkin59,ok so I am here just to blow off steam !!! don't always know what will come out of my head!!!,"South Salt Lake, UT",298,298,1605,2478,"BREAKING: Ukrainian President Zelensky responds to French President Macron’s suggestion that he make territorial concessions to Putin to help Putin “save face” and end his invasion, saying, “We’re not ready to lose territory to save something for somebody.” RT TO THANK ZELENSKY!",[]
152,AngelaP46600033,I seek the truth in everything.,,59,6,266,198,"Finland and Sweden are joining NATO. Both country's leaders are WEF young globalists. Add, Johnson,, Trudeau, Macron, Arden, Merkel, Morrison, Biden, Draghi, Zelenskyy etc etc, and you can see who the real enemy is. https://t.co/aHvBjQHAUO",[]
153,marilynbowes,🧢,,594,386,67010,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
154,MarkIzAngle,Please RT if you like what I say,"Florida, USA",283,77,3545,122,From the book ‘Winter is Coming’ by @Kasparov63 . Sums up the weak pandering of macron &amp; scholz in 2022. https://t.co/VaXLIsxAog,[]
155,KaCarmina,,,511,451,24218,2,"It is not Ukraine's responsibility to preserve Russia's Face.  Russia started this war, tens of thousands of innocent Ukrainians are already dead.  Scholz @Bundeskanzler and Macron have the wrong attitude towards Putin and Russia.  Appeasing a Psycho / Hitler never works. https://t.co/r1EfU78ydb",[]
156,AustinVTran,very boring guy,Australia,1680,465,15782,416,"Had Macron supported Ukraine the way Boris Johnson did, almost all of Europe would now dance to the tune of strategic sovereignty.",[]
157,FUSCLL3DV51zhWN,海外のRTが多めです。軍事ネタが好き。富士山を毎日見るのが日課。hoi2は動画見るのは好き。DMはお断りしております。申し訳御座いません。,,164,62,14517,691,"Macron and Scholz should ONLY be providing Ukraine weapons and training, cutting off Russian energy, and visiting Zelensky in Kyiv (which neither have done). No more chitchats with Putin!",[]
158,PaulSweeneyYYZ,Love my Toronto Maple Leafs. Go Leafs Go! Blue Jays fan & Supporter of a Free Ukraine #ArmUkraineNow,"Toronto, Ontario, Canada",952,2198,194171,173,"👇So true.
Macron has just missed an incredible historical opportunity to build further European sovereignty
And in the name of what? Not « humiliating » a declining power that has aggressed a sov country and intimidate our close Euro allies from CEE &amp; N Euro https://t.co/pL0QtHxgWz",[]
159,j_kopek,,,76,9,563,0,"@visegrad24 @kajakallas At this point, Macron and Scholz are not calling a fellow head of state, they are calling a war criminal.  After Bucha, after Mariupol, after cluster munitions, phosphorus bombs and the destruction of kindergartens and hospitals, they are a disgrace.",[]
160,EPICGOPFAIL,"УКРАЇНСЬКЕ МІНІСТЕРСТВО ПОЖЕЖНИХ АВАРІЙ РОСІЇ
another retired old fart on internet/since before there was internet. fighting GOPiggies. #BLM #JailTrump",Living BLUE in red MN-CD6,806,3776,35765,0,"@wyndovelh there's a simmering conspiracy theory in Eastern Europe that Putin's got the goods on Macron and has been blackmailing him and Scholtz.  They explain the pivot Macron's rabid anti-putinism in years past to current lapdog status.  I am sure if you google it,you'll find it",[]
161,gulag1951,EL ESTADO PRESENTA COMO SI FUERAN UNIVERSALES LOS INTERESES PARTICULARES DE UNA CLASE ES DECIR EL ESTADO LEGITIMA LA DOMINACIÓN DE ESA CLASE.NIKOS POULANTZAS.,"Buenos Aires, Argentina",2002,1726,9899,1,"@Ukraine66251776 If it's true, it's a tremendous thing. explains the desperate calls for a ceasefire by Lloyd, Macron and Scholz in recent days.🤔",[]
162,WalterC41756707,A free and democratic system is better than bad permanent dictators,,115,41,1266,0,@EPICGOPFAIL Let's not Macron.,[]
163,aly_soI,"Sustainable Development MSc @SussexUni. Exploring human rights, gender equality, just development, inclusive growth. 💛💙",,287,5,1147,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
164,proudmelb,,"Melbourne, Victoria",521,165,12610,3,"#FireTheLiar who wasn’t in Hawaii
#FireTheLiar who knew naught of rape
#FireTheLiar who orders the vaccines #FireTheLiar who lies about lying
#FireTheLiar who attacked WA with Palmer
#FireTheLiar who Macron know quite well
Yes, it’s time to #FireTheLiar","['FireTheLiar', 'FireTheLiar', 'FireTheLiar', 'FireTheLiar']"
165,AustinVTran,very boring guy,Australia,1680,465,15782,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
166,HadrienPean,"#TimeTravel (real one, not ""cloned"") #StemCells are my maybe only hopes. Ranting more than notifying. Make living with 0 internet entirely possible and painless",,548,915,128723,0,"narrative. Last presidential elections with 12 parties registered for presidential run, 6 parties (3 far-left, 3 far-right) weren't worth it against russia. That makes a lot. Only Macron seemed to care, yet he's burdened by french mentality. I'm harsh against France, because",[]
167,dixerism,,,391,95,33449,691,"Macron and Scholz should ONLY be providing Ukraine weapons and training, cutting off Russian energy, and visiting Zelensky in Kyiv (which neither have done). No more chitchats with Putin!",[]
168,DennisJ41783202,"US Navy Veteran, KU Alum, Blue in a Red State, Animal Lover and Protector, Never Trumper",,1190,351,96296,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
169,sundanc40010756,interested in Foreign Policy and international Relations. Experience in Middle East Humanitarian situation. Currently Studying MSc.,United Kingdom,830,123,3578,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
170,Devildogscot,"US Marine vet, combat in first Gulf war (91') and EMT...🇺🇲🇺🇦 Glory to Ukraine, Glory to the Hero's...",,203,126,6567,533,Not much difference between Macron and a Russian river crossing. Just because something has failed with devastating results several times doesn't stop him from trying the exact same thing again. https://t.co/d385GukPeq,[]
171,BellaBurdie,I fought stage 3 cancer and won. I'm not afraid of a zombie apocalypse. “Prove that you will not let us go”.  ~Zelensky,,470,306,82981,7248,Zelensky responding to Macron: “We want the Russian army to leave our land — we aren’t on Russian soil. We won’t help Putin save face by paying with our territory. That would be unjust.” https://t.co/s9wnCEOP3z via @zoyashef,[]
172,LauraLeeLenhoff,#Playwright #Comedy #Author #TheaterArtist /Acting /Tech /Lighting /Set Design /Production /Props /Costumes ☆ LLLNewsletter: https://t.co/XgBNZRB5xl ☆,"Philadelphia, PA",18618,20948,77212,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
173,Debbietse1,,,13,10,10548,5479,"Interviewed by Italian TV Rai1, Zelensky confirmed that Macron has proposed for Ukraine to give up some territory to Russia in order to present a face-saving option for Putin. 

Zelensky said it’s out of the question.

Macron is the one who needs to save his face after this. https://t.co/snqmtFyH2x",[]
174,SupergranIsBack,"Believe in social democracy, community welfare, care for environment, inclusion and equality. 
Also enjoy fun, cats, dogs and beautiful pics.
Header: Gramsci",Ngunnawal country Aus   ,1648,1545,111112,6,@GaryHay20023561 Biden apologised to Macron because of poor behaviour by Morrison. So shaming.,[]
175,carlyinNJ,"Love Democracy, Social Justice, Save🌏Earth, ERA🗽 #RESIST 🌊
Luv People 🎵🎨💖Working for Better World for Isabella, Ramon, Jr, Taylor. Blessings2U🌈
💙🌻💛","New Jersey, USA",19957,18190,666229,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
176,Gr82BUs,I stopped sleeping when trump got nominated. Barely got thru his reign of terror.  When will he go to prison?  I NEED THIS. #Resistance #ACLU,"Chester County, Pennsylvania",5196,6222,82067,0,We're talking to you Macron and Scholz. https://t.co/tz0fVeoe69,[]
177,MuppetMastertm,"Banned for the last time. Elon Musk to the rescue. 
Nothing is sacred anymore in this Clown World 🤡🌍",Erth,1014,149,9307,0,Tell Macron to surrender already and fuck off https://t.co/CYSkoZMl3h,[]
178,MarkIzAngle,Please RT if you like what I say,"Florida, USA",283,77,3545,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
179,higherplanessky,Time traveler,,2,1,950,0,do not divide stay strong haven't you heard divide and conquer you have enemies Russia China Iran North Korea dictatorships is your enemies stay strong Macron's plans marooned! EU to 'divide itself in two' as 'United States of Europe' wrecked https://t.co/kRaImKsnFy #SmartNews,['SmartNews']
180,ReaderLeigh,,,2288,306,74680,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
181,ChristinLuvsSno,"Daughter of a career Naval Flight Surgeon *Sister of 2 career Army National Guardsmen *Wife of a career Naval Aviator •I'm difficult• ""Security Mom""",Crucial Waukesha County,829,1326,280348,3315,"Before Macron and pundits like Haass and Ignatius speak more about ceasefires and Ukraine accepting occupation, they should tour Bucha, and consider what happens to Ukrainians in places occupied by Putin's forces.",[]
182,GuiX70040452,"French, well traveled, business graduate. I need a job. I have lived in Europe, Africa, Asia, North America. I fight whataboutism.",France,28,9,1825,0,"@ivanastradner We are lucky that #Ukraine did not follow your piece of advice.
Stop thinking that Germany &amp; France are a single country. Macron does not appease Russia at all, you just need to readhis statements (a real newspaper with full quotations). https://t.co/lSsF2EIHjf",['Ukraine']
183,Dockmyran,"Wealth is neither money or real estate, a mind to give other opportunities and freedom is the greatest treasure a human can carry and dream of! Hope I succes!","Up North, a subartic place!",485,651,8036,0,@andrewmichta France &amp; Germany have really big issues with Olaf &amp; Macron! Sad to see this guys destroy their countries repurtation! Are they just really that stupid or is their bigger issues in the background? Their cant bee any ceasfire as long their is a single RU military in Ukraine.,[]
184,commie_h8r,,Somewhere in the world,65,3,159,0,@visegrad24 @kajakallas She definitely has more balz than Macron,[]
185,Pupito47Rafael,,"Mobile, AL",66,60,4658,5920,Macron and Scholz are negotiating with Putin over Zelensky’s head. It’s completely inappropriate,[]
