,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
187,ChaficM,"Attorney at Law, Enrolled on the list of Counsels at STL, President of Avolex International, Member inter alia of redaction committee of Nuremberg Code 2017","Beirut, Lebanon ",528,224,1396,0,"Tomorrow 15th may, #legislatives2022 in #Lebanon; it is also the 3rd #Sunday after the #Resurrection (julian calendar), the #healing of the paralytic after 38 years of endurance. May they be a final cure against all the ills from which the country has suffered for 3 decades! Amen https://t.co/RBkClvwai1","['legislatives2022', 'Lebanon', 'Sunday', 'Resurrection', 'healing']"
188,arphnix,,,81,2,521,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
189,GrattoDanny,@IAmJamesHong   @allatoncemovie @55_kumamon   @BostonAAFilm @imMichelleChong   @MFA_China   @AmbQinGang   @Jingjing_Li  @AsianBB3   @Shuudertsetseg4   @oyunlt,,5001,639,186756,3,"I will always be a believer in utopian European Democracy. But this... 😬

(I think in oppression the Post-Merkel's Germany is still preforming much better than Macron's #France) 

#Germany #manif1erMai #MacronDegage #police #legislatives2022 https://t.co/NnoB8pCS4d",[]
190,KnightThegray,,,41,4,1100,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
191,SvenFranck,"Optimiste 🙂
Européen 🇪🇺
Co-Président @volt_france 💜
Engagé pour les logiciels libres @Nexedi 💻 et @EuclidiaEurope 🇪🇺
(mes opinions sont les miennes)",Lille,654,415,1523,6,"Look at this brilliant #PurpleTeam! 

Frenchs, Belgians, Germans, Dutchs campaigning together in #brussels for a French Campaign #législatives2022:
THIS IS VOLT, pan-european politics.

@voltbelgium @volt_france @voltnederland @VoltEuropa https://t.co/zWbPjcpIFj","['PurpleTeam', 'brussels']"
192,TimeisNupes,"#NUPES #NouvelleUnionPopulaireEcologiqueetSociale
#Legislatives2022 #12juin #19juin #NouvelleUnionPopulaire
#MelenchonPremierMinistre #MelenchonAMatignon",,540,1079,49568,3,"📢 Breaking news 📢 ce soir Ingrid Viot notre candidate #NUPES #circo5202 sera en direct

👉 https://t.co/l0zFc5okSN

#legislatives2022  #MelenchonAMatignon https://t.co/DaMuAXYqJb","['NUPES', 'circo5202']"
193,PhiJG07,"#UnionPopulaire #JLM2022 #LFI #FranceInsoumise #6eRepublique #LAEC #AvenirEnCommun #Ecologie #Social
👉 https://t.co/FacgWIIh4C
👉 https://t.co/xEXFhOUsKb
#UnAutreMondeEstPossible",,1663,2312,205119,3,"📢 Breaking news 📢 ce soir Ingrid Viot notre candidate #NUPES #circo5202 sera en direct

👉 https://t.co/l0zFc5okSN

#legislatives2022  #MelenchonAMatignon https://t.co/DaMuAXYqJb","['NUPES', 'circo5202']"
194,UpopNord52,Groupe de la NUPES 2ème circonscription de la #HauteMarne #Insoumis #PCF #PS écolos et autres résistants de tous poils ;),"Haute-Marne, Champagne-Ardenne",1065,582,166,3,"📢 Breaking news 📢 ce soir Ingrid Viot notre candidate #NUPES #circo5202 sera en direct

👉 https://t.co/l0zFc5okSN

#legislatives2022  #MelenchonAMatignon https://t.co/DaMuAXYqJb","['NUPES', 'circo5202', 'legislatives2022', 'MelenchonAMatignon']"
195,jeannotdupeuple,EZ-Législatives;MLP-RN=nuls;suppres.PassEM&McKinsey;UE ds Nations;stop migrants;même Retraite Revalorisée pour ts 65a;égalité Public-Privé;,"CeA Alsace, Grand Est, France",4937,3518,46571,341,"📊 Sondage #legislatives2022  - Cluster17
📅 28/04/2022

🔘 Hypothèse 3 : #LFI, #PCF, #EELV &amp; #PS unis / #RN &amp; #Reconquête unis

1⃣ #LFI, #PCF, #EELV &amp; #PS : 34%
2⃣ #LREM : 24%
2⃣ #RN &amp; #Reconquête : 24% https://t.co/zcRcRJC1ZR","['legislatives2022', 'LFI', 'PCF', 'EELV', 'PS', 'RN', 'Reconquête']"
196,DC6H12O6,"Anti Pro-vax // Anti-connerie

Un peu d'humour bordel!

lmpossible pour moi de rentrer dans les cases, ni professionnellement ni idéologiquement.",Dans ton Q,366,240,14470,1,"Rare image des #playmobils #LREM en plein brainstorming...
#Macron #Renaissance #legislatives2022 #electionslegislatives2022 #legislative2022 #MacronNousPrendPourDesCons https://t.co/dYM3Yfe8Bx","['playmobils', 'LREM', 'Macron', 'Renaissance', 'legislatives2022', 'electionslegislatives2022', 'legislative2022', 'MacronNousPrendPourDesCons']"
197,Vitto_Manalese,"Ah, il est trois heures du matin à New York ? Eh oui, vous pouvez pas vivre comme tout le monde !",,196,76,12060,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
198,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
#DimPol https://t.co/MvOIZ63Sif","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022', 'DimPol']"
199,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,1,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
#DimPol
https://t.co/omGz6Eq8KL","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022', 'DimPol']"
200,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/IIx3BGWJ5o","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
201,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/dDW70Es7nw","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
202,CedricDevNL,"Citoyen européen 🇪🇺 
Candidat aux Législatives 2022 - 4ème circonscription des Français de l'étranger (Benelux)
@volt_france @VoltEuropa  Né en 345 ppm.",Nederland,979,484,6007,6,"Look at this brilliant #PurpleTeam! 

Frenchs, Belgians, Germans, Dutchs campaigning together in #brussels for a French Campaign #législatives2022:
THIS IS VOLT, pan-european politics.

@voltbelgium @volt_france @voltnederland @VoltEuropa https://t.co/zWbPjcpIFj","['PurpleTeam', 'brussels', 'législatives2022']"
203,KPChardin69,"J’ai enfin retrouvé mon compte Twitter, piraté depuis plusieurs semaines ! • Insoumis et écolo & fier de l’être 👍🏼💚 • #Nupes • #UnionPopulaire • #PSG","Annecy, France",2739,5186,72603,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
204,CedricDevNL,"Citoyen européen 🇪🇺 
Candidat aux Législatives 2022 - 4ème circonscription des Français de l'étranger (Benelux)
@volt_france @VoltEuropa  Né en 345 ppm.",Nederland,979,484,6007,2,"""𝗦𝗼𝗺𝗲𝘄𝗵𝗲𝗿𝗲 𝗶𝗻𝘀𝗶𝗱𝗲 𝗮𝗹𝗹 𝗼𝗳 𝘂𝘀 𝗶𝘀 𝘁𝗵𝗲 𝗽𝗼𝘄𝗲𝗿 𝘁𝗼 𝗰𝗵𝗮𝗻𝗴𝗲 𝘁𝗵𝗲 𝘄𝗼𝗿𝗹𝗱"".- Roald Dahl
Thank you to @VoterWOBorders, and to @JEF_Europe for their insights!
Unity in diversity is definitely surpassing unity in similarities!
#legislatives2022 https://t.co/yJ0zXWgtEl",[]
205,Resistance2017,"Consultante - Passionnée d'art, d'architecture, d'histoire, de voyages.","Paris, France",5362,5561,139992,0,"👏👏👏👏👏 - Good Luck !!! 
🫶🫶🫶🫶🫶 #legislatives2022
#AvefZemmour #LaReconqueteContinue https://t.co/2ONmgoLhHK","['legislatives2022', 'AvefZemmour', 'LaReconqueteContinue']"
206,Sabrinabuizza,« Love you to the Moon and to Saturn » 🎶♥️ TS,French Riviera,1430,1416,76423,0,Voter had spoken !!! #MelenchonMatignon #legislatives2022 #nupes let’s go 🫶🏻🐢 #theguardian #Melenchon #MelenchonfromUK #lfi @JLMelenchon @GuiraudInd @ManonAubryFr @Olivier_Truchot @jmaphatie @julienbayou @partisocialiste @ALeaument @mbompard @ALeaument #Melenchon1erMinistre https://t.co/x9GWuPVZ5V,"['MelenchonMatignon', 'legislatives2022', 'nupes', 'theguardian', 'Melenchon', 'MelenchonfromUK', 'lfi', 'Melenchon1erMinistre']"
207,Lovely_alerta23,"IG: alertalovelyshane21
TikTok lovelyshane211
bikes work 🚲","Masbate City, Bicol Region",65,1,3,0,"TikTok follow back me (2)- account please 😊🥰

#TikTok 
#Copy 
#Legislatives2022 
#Viral 
#tutorial 
#Dute 
#tiktokph 
#lovelyshane211 https://t.co/LITuHIOrmz","['TikTok', 'Copy', 'Legislatives2022', 'Viral', 'tutorial', 'Dute', 'tiktokph', 'lovelyshane211']"
208,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/IIiv59t83Q","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
209,ArmelleHaya,,"Poissy, France",400,447,52998,0,#legislatives2022 #Yvelines #UnionPopulaire #NUPES #circo7812 dont #Poissy https://t.co/ilQkhhafWC https://t.co/vKwKxPxegC,"['legislatives2022', 'Yvelines', 'UnionPopulaire', 'NUPES', 'circo7812', 'Poissy']"
210,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/lc897hEhi2","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
211,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/fj8GlZpGMO","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
212,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/m8aulWZGmL","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
213,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/mwwCXqxzBK","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
214,lil_lilith,... Vegan Animal Liberation Front ...,Fuck U Very Much ,120,127,9773,0,"Vegan Animal Liberation Front
#NUPES
#CeSeraNUPES
#MelenchonAMatignon 
#Melenchon1erMinistre 
#Melenchon3eTour
#legislatives2022
@Mchristophoul
https://t.co/6imRigwJml https://t.co/Brxt4pJqxp","['NUPES', 'CeSeraNUPES', 'MelenchonAMatignon', 'Melenchon1erMinistre', 'Melenchon3eTour', 'legislatives2022']"
215,d_desselles,Candidate à la 4ème circonscription de la Charente-Maritime pour la Nouvelle Union Populaire Écologique et Sociale. #Nupes #charentemaritime #legislatives2022,Brie-sous-Archiac,8,2,7,622,"📊 Sondage #legislatives2022  - Cluster17
📅 05/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 34%
2️⃣ #LREM : 24,5%
3⃣ #RN : 19,5%
4⃣ #LR : 8,5%
5⃣ #Reconquête : 5% https://t.co/H5N7jVPEhw","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
216,Patrice89210,Candidat du Parti Animaliste - 2ème circonscription Yonne (89) - Législatives 2022 - @PartiAnimaliste,"Bourgogne, France",4953,1366,25377,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
217,PirouelleSteph1,"#Conseiller municipal d'opposition de la liste Démocratie, Environnement, Solidarité à #Tinqueux. Enseignant.",,189,113,291,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
218,imichelR,,,4832,812,51665,32,"Wesh we can!!!✊️✊️✊️
#MelenchonMatignon 
#NUPES
#UnionPopulaire 
#legislatives2022 https://t.co/FdtbbUjQN5","['MelenchonMatignon', 'NUPES', 'UnionPopulaire', 'legislatives2022']"
219,Audrey_Ngomsik,CEO Trianon Scientific Communication | President of the Brussels Binder | Board Member,Brussels,87,76,46,0,"Holland house in Brussels to talk about #Europe and French politics...
#legislatives2022 
#volteuropa https://t.co/bol25Lhd1c","['Europe', 'legislatives2022', 'volteuropa']"
220,SusanLovesToDa1,"New to twitter. I support 🌊I am still in school and working part time at a law firm. Born in Wisconsin, I am well traveled. I love EDM and dance music. House.","Englewood Cliffs, NJ",454,292,4555,2,"La #France will vote again soon in their #Legislatives2022. Tell them to #vote for #MajoritePresidentielle #MajoritePourMacron 
Here we need to make @Sen_JoeManchin and @kyrstensinema completely irrelevant. Shame on you @SenatorCollins and @lisamurkowski ! Shame on all of you! https://t.co/Al0aSBBpKK","['France', 'Legislatives2022', 'vote', 'MajoritePresidentielle', 'MajoritePourMacron']"
221,docteurnectoux,,,361,596,22538,31,Let’s Go #legislatives2022 https://t.co/9AMRnSuOCE,['legislatives2022']
222,kog_heidi,"Mcf Musico
Se félicite d'être retraitée (oct 18) vu la façon dont on détruit l'Université... mais continue à militer pour un enseignement public emancipateur!",Paris,252,116,9888,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
223,SusanLovesToDa1,"New to twitter. I support 🌊I am still in school and working part time at a law firm. Born in Wisconsin, I am well traveled. I love EDM and dance music. House.","Englewood Cliffs, NJ",454,292,4555,0,"@NadelParis Anyone who watches this clip gets a very accurate sense of who that woman is. The French are voting  #Legislatives2022 now. Please share! #MajoritePourMacron 
We are Americans following Nadel either for her music or her wits. She allegedly had her account suspended twice (Thread)","['Legislatives2022', 'MajoritePourMacron']"
224,Frma_Aucl,#NiNupes #NiSoumise #JeSuisCharlie #StopInfanticides #CampusMarianne #TeamAssistanteSociale,partout et..nulle part 😳,927,1216,48170,0,And the winner is 👇😏 #legislatives2022 https://t.co/b2g8YcWXKT,['legislatives2022']
225,Audrey_Ngomsik,CEO Trianon Scientific Communication | President of the Brussels Binder | Board Member,Brussels,87,76,46,2,"""𝗦𝗼𝗺𝗲𝘄𝗵𝗲𝗿𝗲 𝗶𝗻𝘀𝗶𝗱𝗲 𝗮𝗹𝗹 𝗼𝗳 𝘂𝘀 𝗶𝘀 𝘁𝗵𝗲 𝗽𝗼𝘄𝗲𝗿 𝘁𝗼 𝗰𝗵𝗮𝗻𝗴𝗲 𝘁𝗵𝗲 𝘄𝗼𝗿𝗹𝗱"".- Roald Dahl
Thank you to @VoterWOBorders, and to @JEF_Europe for their insights!
Unity in diversity is definitely surpassing unity in similarities!
#legislatives2022 https://t.co/yJ0zXWgtEl",['legislatives2022']
226,7modulo11,,,165,58,1368,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
227,nushfoul,Le monde se divise entre ceux qui aiment et les autres Leo FERRÉ,herault,5001,2850,171695,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
228,CVassiviere,Le rêve est toujours en avance sur la vie - Althusser,La règle verte maintenant ✊🏻,6056,5503,445639,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
229,rieumarie2,Pharmacienne suis de Droite et fière de l’etre,,216,208,11696,31,Let’s Go #legislatives2022 https://t.co/9AMRnSuOCE,['legislatives2022']
230,NicTopt,"...nan, ... pas envie!",Saint-Malo,365,182,10059,1,#Legislatives2022 Go nerf Macron,['Legislatives2022']
231,Detlef_2025,"Este perfil defende a Justiça Social, Igualdade, Liberdade, Anti-OTAN, valoriza as Artes e o Respeito à Natureza. Se não gostar, não me siga; Lula 2022! PT!",Brasil,3001,1663,60987,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
232,kreabinz,,st-Avertin (37),480,90,3367,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
233,AOflovers,,"Berlin, Allemagne",539,379,30828,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
234,CedricDevNL,"Citoyen européen 🇪🇺 
Candidat aux Législatives 2022 - 4ème circonscription des Français de l'étranger (Benelux)
@volt_france @VoltEuropa  Né en 345 ppm.",Nederland,979,484,6007,0,"#Democratie selon #Volt. 
@voltnederland
@voltbelgium 
@volt_france 
#Legislatives2022 @ Holland House Brussels https://t.co/n0R63OEQ4h","['Democratie', 'Volt', 'Legislatives2022']"
235,DansantChapeau,,,894,317,5911,31,Let’s Go #legislatives2022 https://t.co/9AMRnSuOCE,['legislatives2022']
236,DMoatti,professeure d'histoire - géo #lesprofsavecMontebourg,"Paris, France",219,407,24733,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
237,Esprit10Libre,"✌ #NUPES 🐢 #Melenchon1erMinistre ✌ #NonVax
Ne plus fuir mais agir ! S'unir pour le meilleur comme pour le pire ! Nous sommes de la poussière d'étoiles...",,3679,1603,34271,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
238,LezineauM,"Mélenchon aux trois tours.
Aux arbres Citoyens!
Désobéissant fort civil.
#Nupes #MelenchonMatignon
EELV avant Jadot
Vert toujours.",44000,2012,1620,45092,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
239,Dorian_Only_,"Gay 🏳️‍🌈
Community Manager 👨‍💻
Ancien Talent & Fan du Puy Du Fou 🛡️
Sympathisant de La France Insoumise ✊","Clermont-Ferrand, France",416,187,3589,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
240,11pistache,,,41,67,5348,0,"@JeanRobinMedia https://t.co/7edU2FGExE @sinopsiscz
French MP @BuonTAN’s links to the CCP’s united front system and International Liaison Department.
#TahaBouhafs #Bouhafs #legislatives2022 #BuonTan #LREM #Paris #EUCO #France #Chine #gouvernement #ElectionsLegislatives #electionslegislatives2022","['TahaBouhafs', 'Bouhafs', 'legislatives2022', 'BuonTan', 'LREM', 'Paris', 'EUCO', 'France', 'Chine', 'gouvernement', 'ElectionsLegislatives', 'electionslegislatives2022']"
241,LValie1,,,33,67,5217,0,@11pistache French MP @BuonTAN’s links to the CCP’s united front system and International Liaison Department.https://t.co/jxj9fOGIN3 #TahaBouhafs #legislatives2022 #Bouhafs #Zemmour #electricite #France #EmmanuelMacron #Europe #CCP #CCPChina #Paris #LREM #BuonTan #Reconquête #vaccination #EU,"['TahaBouhafs', 'legislatives2022', 'Bouhafs', 'Zemmour', 'electricite', 'France', 'EmmanuelMacron', 'Europe', 'CCP', 'CCPChina', 'Paris', 'LREM', 'BuonTan', 'Reconquête', 'vaccination', 'EU']"
242,ChristelleRoy7,"🐢TeamJasonValente86🐢
#Poitiers #legislatives2022🐢
Union Populaire 2022 #NUPES 🌈
#Féministe  #6emeRepubliqueVite #zeropersonnealarue #Educpremiereligne",POITIERS,1570,1336,368,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
243,xtc8tb44qg,,,27,16,2598,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
244,aglae687,"voyages, politique, économie,loisirs
citoyenne lambda",france,1766,314,22711,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
