,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
103,Shin04346347,,,283,63,10634,5,"Melenchon is 

1) anti-EU
2) anti-NATO
3) pro-Russia
4) pro-dictator, as long as that dictator is leftist
5) anti-Semitic 

Glad to see French media finally be honest about him ahead of next month's legislative elections https://t.co/uibCJkfVZ3",[]
104,cmasquelier,Critical sociologist,"Exeter, England",518,405,1450,0,"Mélenchon advocates infringement of EU rules in case they interfere with his reforms. His critics say it's impossible to be in the EU and break EU rules.  Here's the list of infringements of the EU single market rules. They happen all the time.
https://t.co/ylecSc6WRt",[]
105,UrlichDaniel,Maps maker. Hispanic. Moderate. 🇺🇸 🇵🇪 🇩🇪. English & Español.,,754,429,9621,5,"Melenchon is 

1) anti-EU
2) anti-NATO
3) pro-Russia
4) pro-dictator, as long as that dictator is leftist
5) anti-Semitic 

Glad to see French media finally be honest about him ahead of next month's legislative elections https://t.co/uibCJkfVZ3",[]
106,frasermatthew,Promeneur du Champ de Mars. Prior: columnist & EIC @nationalpost. Current: university professor. Books: Monumental Fury (2022); Big Bad Wolf (in progress).,Paris,3936,8036,162391,0,"Mélenchon's far left party want to govern France, so now are denying that they are far left. https://t.co/8LrWLH7VBh",[]
107,frasermatthew,Promeneur du Champ de Mars. Prior: columnist & EIC @nationalpost. Current: university professor. Books: Monumental Fury (2022); Big Bad Wolf (in progress).,Paris,3936,8036,162391,0,"Mélenchon accusing Emmanuel Macron of acting as election campaign director instead of remaining in his role as head of state. He has a point: traditionally under the Fifth Republic, the head of state does not get directly involved in party campaign politics. https://t.co/aJIbs7Csqj",[]
108,KerrAvon4,"Crew member aboard the ""Liberator"".
Enemy of the Federation.
Pain in the ass.

#ActuallyAutistic
#BillionsFan
#Biden2024","Lynchburg, VA",50,372,138722,5,"Melenchon is 

1) anti-EU
2) anti-NATO
3) pro-Russia
4) pro-dictator, as long as that dictator is leftist
5) anti-Semitic 

Glad to see French media finally be honest about him ahead of next month's legislative elections https://t.co/uibCJkfVZ3",[]
109,brent_peabody,"Grad student at Harvard. Past- @nationaljournal, @cnasdc, some other stuff. Bylines- @ForeignPolicy | @BusinessInsider | @TheNatlInterest 🇺🇸 🏳️‍🌈🐦🇺🇦",Atlanta ,676,5033,13161,5,"Melenchon is 

1) anti-EU
2) anti-NATO
3) pro-Russia
4) pro-dictator, as long as that dictator is leftist
5) anti-Semitic 

Glad to see French media finally be honest about him ahead of next month's legislative elections https://t.co/uibCJkfVZ3",[]
110,CVassiviere,Le rêve est toujours en avance sur la vie - Althusser,La règle verte maintenant ✊🏻,6056,5503,445639,0,Replay France 3 : #Melenchon  https://t.co/sUUmN3CCdk,['Melenchon']
111,karapatsiou_kat,,,3689,1197,13009,124,I wrote about France's new left unity coalition for @guardian. Millions of French people are tired of the Macronist/far-right duopoly. Now there's a force that's serious about representing them and winning power. #Nupes #UnionDeLaGauche  https://t.co/MzHXRbCZVu,[]
112,dmk1793,PhD candidate at @qmHPT researching French socialism. Editor @Tocqueville21. Currently based at @ULIP_French & @AUP_CCDS.,Paris,3012,5452,26407,0,@jhv85 Can't claim to be an expert on the trade policies of either Corbyn or Melenchon I'm afraid ...,[]
113,rogerkline,"Research Fellow, Middlesex University Business School.  Disruptive innovator. Perennial optimist. Views are in my personal capacity",,839,12346,101688,0,"Interesting
The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/oULUKDZvQu",[]
114,varn0v,"Born 🇫🇷 Studied in 🇫🇷🇰🇷🇨🇳 Proud 🇪🇺

Interests:
CS 👨‍💻 Data Science 🤖 Math 📐
Geopolitics 🇺🇳 Econ 📈 Markets 💱
YIMBY 🌉 Aspie 🧠","Paris, France",2065,627,28889,0,"@LaiciteStan It's the same for most western socialist parties no ? Corbyn, Mélenchon, etc",[]
115,missblabla75,"🇨🇵 la vraie générosité envers l'avenir consiste à tout donner au présent 
Albert Camus","Paris, France",3642,3619,55929,0,Folies sur folies https://t.co/4BwAriNwd6,[]
116,agf75,,,16,1,1290,0,"france legislatives
there was some encouragement on melenchon attempt to present a progressive platform but is bein dilluted again on unabillity to drop confortable customer pollicies
talk to france not to ur customers
minimum wages are linked with kids money else doesnt work...",[]
117,MedSubZero,💙🤍❤️ De temps en temps; les nuages nous reposent; de tant regarder la lune.,France,864,97,2832,58,melenchon selon Fred https://t.co/py8yIZE6fE,[]
118,Prof_Antho,👨🏼‍🔬 𝗣𝗿𝗼𝗳𝗲𝘀𝘀𝗲𝘂𝗿 𝗱𝗲𝘀 𝗟𝘆𝗰𝗲𝗲𝘀 : 𝗚𝗲𝗻𝗶𝗲 𝗘𝗹𝗲𝗰𝘁𝗿𝗼𝗻𝗶𝗾𝘂𝗲 ⚡️,,1159,1316,5474,58,melenchon selon Fred https://t.co/py8yIZE6fE,[]
119,castervaria,,,4999,617,98696,77,"Melenchon's left alliance has a clear lead in the latest poll for France's parliamentary elections in June.

If it wins outright, it will be able to appoint the PM and cabinet. Even if it doesn't gain an overall majority, it will be a big enough bloc to put Macron under pressure. https://t.co/mBrHwayebu",[]
120,JoyfullyLa,I am a #Resister. Twitter suspended my account and I'm starting over.,,1569,1315,6347,3,"@NadelParis Translation sucks: 
« No melenchon communiste/le pen fascist. PCF/ FN have not changed. You renovate the front of the house, the inside is the same. I don’t mean her ugly AF face.
You have the same extreme right/left which would ruin France. #MajoritePresidentielle Me I like real",[]
121,chliberal,"吴越主义，古典自由主义
goetland separatist&classical liberal
#StandWithUkraine #TheGreatTranslationMovement",Goetland,531,114,14267,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
122,joaodiasonze,"16y🇵🇹🇪🇺
Macron stan account😎",,93,145,6368,0,@capyguevara Spanish minimum wage? Why is melenchon talking about spanish minimum wage?😅,[]
123,JulienHoez,"| Affaires 🇫🇷🇪🇺🌎| Référent 🇳🇱 @RenaissanceUE |
| #LaREM | RT≠endorsements | Views mine |
| Media inquiries: JulienHoez@pm.me | https://t.co/yc6v2jdi6e |",Brussels / Paris,8665,9593,39697,2,"A new edition from The French Dispatch📨

📢Macron launches the ‘Ensemble!’ Campaign
👀Taha Bouhafs kicks off a crisis for Mélenchon
👋Castex says his goodbyes to Matignon
❓and we wait to hear who our next Prime Minister is

#Legislatives2022

https://t.co/BUcsVVUzAm",['Legislatives2022']
124,frasermatthew,Promeneur du Champ de Mars. Prior: columnist & EIC @nationalpost. Current: university professor. Books: Monumental Fury (2022); Big Bad Wolf (in progress).,Paris,3936,8036,162391,0,"With cost of living inflation, Mélenchon is inflating his election promises — minimum salary of 1500 euros/month. Prediction: this election will be won or lost on the cost of living issue. https://t.co/MF06gBE2Wa",[]
125,hibouxchouette,"Cat dad, liberal, YIMBY, mature PolEcon student, consistently inconsistent. 

Enemy of bigots and marketing departments. He/him","London, England",527,115,21869,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
126,nz_hera,,,10,2,236,0,"1500 € Brut ou Net ?
https://t.co/E5HsS4qqc8",[]
127,AgnsA8,Enseignement économie & politique - pas de MP,,402,268,15705,0,@SaFe_007 @va22310147 @JLMelenchon Comme melenchon. ?!,[]
128,varn0v,"Born 🇫🇷 Studied in 🇫🇷🇰🇷🇨🇳 Proud 🇪🇺

Interests:
CS 👨‍💻 Data Science 🤖 Math 📐
Geopolitics 🇺🇳 Econ 📈 Markets 💱
YIMBY 🌉 Aspie 🧠","Paris, France",2065,627,28889,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
129,trinity00938206,Happy,,77,92,30086,3,"‘Macron first to disobey EU rules’ Mélenchon ally blasts track record of EU violations
https://t.co/ZvqSe4q0fb

Download Now
https://t.co/G4j8GW48e1 https://t.co/733llqYbKf",[]
130,rec777777,"Self made working class conservative. 

classic cars, fishing.

The best revenge is living well.

Attacking Lefty shill accounts will now be named and shamed.","South West, England",4924,8194,146525,3,"‘Macron first to disobey EU rules’ Mélenchon ally blasts track record of EU violations
https://t.co/ZvqSe4q0fb

Download Now
https://t.co/G4j8GW48e1 https://t.co/733llqYbKf",[]
131,1Free_Spirit1,Steve here will write a bit more when I can be arrrsed :),London UK,604,405,20749,3,"‘Macron first to disobey EU rules’ Mélenchon ally blasts track record of EU violations
https://t.co/ZvqSe4q0fb

Download Now
https://t.co/G4j8GW48e1 https://t.co/733llqYbKf",[]
132,ideespourparis,Des idées pour Paris mais pas seulement surtout pour la France,,66,10,299,7,"@JuliaDavisNews Did they show a picture of their favourite French couple, Marine and Jean-Luc?
#LePen #Melenchon #UnionPopulaire #Nupes https://t.co/i8hTQzQYUM","['LePen', 'Melenchon']"
133,Trajan_MONTIS,🌿🌍🌹🇪🇺🇧🇪🇮🇹🇨🇭,,363,75,2411,0,@foushi19 Let's hope the French left returns to non-cringe foreign policies after melenchon leaves,[]
134,janoskarHansen1,poet,,15,10,1682,0,"The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/mPurgmW5BO",[]
135,Karimjsmlchr,✝️ 18 y/o he/him globalist🌐 liberal hawk🦅 European federalist🇪🇺 from:🇩🇪🇲🇱 @Die_Gruenen @BVB,"Dortmund, Deutschland",5001,1319,18037,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
136,GazHonestly,I'm definitely not that special in any shape or form,London ,727,481,13686,3,"‘Macron first to disobey EU rules’ Mélenchon ally blasts track record of EU violations
https://t.co/ZvqSe4q0fb

Download Now
https://t.co/G4j8GW48e1 https://t.co/733llqYbKf",[]
137,foushi19,Hot chocolate enjoyer 🍫☕ - French 🇫🇷 Comms student - Her Majesty Queen of Yaraism 🇪🇺 - Defender of Liberalism 🛡️ blocked by @AmbRusFrance and @nayibbukele,She/Her/Elle,871,3099,11408,0,She said that it was necessary to have a debate but did not succeed in saying clearly whether she or Melenchon is in favor of the delivery of weapons,[]
138,tomektarasiuk,,,553,38,439,1,"Mélenchon is against Ukraine in the EU, citing too low wages in the country as the reason. https://t.co/AIGExebQro",[]
139,foushi19,Hot chocolate enjoyer 🍫☕ - French 🇫🇷 Comms student - Her Majesty Queen of Yaraism 🇪🇺 - Defender of Liberalism 🛡️ blocked by @AmbRusFrance and @nayibbukele,She/Her/Elle,871,3099,11408,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
140,mossy_fern,"""Revenge is a confession of pain.""- Seneca","Glasgow, Scotland",1341,1302,87354,1,"The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/I6ro3AZKbz",[]
141,Penforjustice,"The views expressed here are my own. Author of Volcanic Vengeance, a supernatural tale set in Martinique.",London,2291,2266,19752,1,"The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/I6ro3AZKbz",[]
142,ukasz_maslanka,"Ph.D.
IR analyst with focus on France
Research Fellow at @PISM_Poland",Warsaw,744,1515,6130,1,"Mélenchon is against Ukraine in the EU, citing too low wages in the country as the reason. https://t.co/AIGExebQro",[]
143,nieveg,"Life has a fuck limit, make sure the ones you give count.

דארט ווי מיין הויז איז דארט איז מיין לאנד",,109,186,4415,0,"Eventually, bringing to the first then the second exiles- well it all ties in nicely as a story. But mostly, it is the will of the people to follow other men, be it a king or a politician- and we all know them too well (yeah, I'm thinking clearly of Macron or Mélenchon)",[]
144,tkp_at,"Publizist Science & Politik
Blog: https://t.co/jcFK6CaCTX, 
Telegram Channel: https://t.co/BFOv32EWx9
Gab: https://t.co/K7ixnZV7K9
Gettr:  @tkp_at",Österreich,324,6579,32611,77,"Melenchon's left alliance has a clear lead in the latest poll for France's parliamentary elections in June.

If it wins outright, it will be able to appoint the PM and cabinet. Even if it doesn't gain an overall majority, it will be a big enough bloc to put Macron under pressure. https://t.co/mBrHwayebu",[]
145,RVL42600,,,125,15,4959,0,"Pour les cadre sup #Macronards.
The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/vGjJpCOvqp",['Macronards']
146,Herbert00311282,"existentielle Fragen und Antworten - mit Faible für soziale, ökologische, europäische und kulturelle Themen!",Nordrhein-Westfalen ,1442,278,4478,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
147,chris_aff,"Tête rouge et coeur jaune , 
mastodon : https://t.co/MJVWwdzGeT",grande banlieue,766,399,34665,1,"La gauche s'est enfin ressaisie – en France. Attention, Macron et Le Pen...

The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/pAkR1e45QC",[]
148,AschRonald,"Geschichte der Frühen Neuzeit Uni Freiburg, Mitherausgeber der Diarien des Fürsten Christian II. von Anhalt - privater account - purely personal opinions!",Universität Freiburg,1216,1184,47690,0,"‘The truth about Mélenchon,’ is the cover line of this week’s centrist newsweekly Le Point, not even pretending to be even-handed. He is described as ‘an economic charlatan and Europhobe with a taste for dictators.’ https://t.co/NQTujSaohZ",[]
149,liamsdem12,Oust les fachos et Intolérants !!!,,2670,3664,35788,1,"La gauche s'est enfin ressaisie – en France. Attention, Macron et Le Pen...

The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/pAkR1e45QC",[]
150,European_blogs,Association for the promotion of European economists.,"Brussels, Belgium and Plovdiv, Bulgaria",140,195,24442,0,"A new alliance boosts the left ahead of France’s parliamentary elections IN A POLITICAL takeover that upends the past half-century’s political order, the radical French left has swallowed the centre-left. Jean-Luc Mélenchon, a https://t.co/Klhv5Q9rxr",[]
151,RintintinSteph,Proverbe estonien: L'ignorance est la fille du diable.,"France, and Baltics",102,38,5882,147,"Wait, Melenchon said that the German reunification was not a reunification but an annexation by West Germany 😬",[]
152,BozStevephen,End NATO now,,96,102,17241,45,"fortunately left politicians outside the US are not beholden to this imperial pathology. from corbyn to morales, lula and melenchon, they've all adopted the sensible position that diplomacy is the way forward, not endless slaughter, bravely fighting to the last ukrainian",[]
153,nzalews,,"Napoli, Campania",104,38,1075,0,Macron won reelection but he faces challenges from the Left which has built a coalition for the National Assembly election. https://t.co/zuMf2C9vhg #melenchon #franceelection2022 #LePen,"['melenchon', 'franceelection2022', 'LePen']"
154,camillxyz,"il / iel - Antivalidiste, queer, intersectionnel donc anticapitaliste.
Ps: 44=BZH | AAH mon amour...",,760,675,541,1,"The truth about #Melenchon and the program from #NUPES : it is deeply pro-European.
But, an #Europe of true cooperation between the states, where social and ecological justice are the heart of the project. Read⤵️ https://t.co/ADm2k42c3Y","['Melenchon', 'NUPES', 'Europe']"
155,VolnayCm,"William Pitt: “Necessity is....the argument of the tyrants ... the creed of slaves""
Droit Musique Arts de la table - mes tweets 
n’engagent que moi",,2118,203,13007,0,"@zemantomas @alexgiamby @kryztiandk @DmytroKuleba @MFA_Ukraine @JY_LeDrian @EmmanuelMacron @ZelenskyyUa Well, Macron cannot take the political risk in France/abroad to ask Ukraine to surrender, even if all LePen, Zemmour &amp; Melenchon aficionados are screaming that Ukraine must surrender &amp; Putin shall reign. The vast majority of French citizens like me would not accept that.",[]
156,SBrother27,Décolonisation des esprits / Amilcar Cabral / Lutte contre toutes discriminations / Ecologie et Social / Wangari Maathai,Berlin,3741,1866,57014,1,"The truth about #Melenchon and the program from #NUPES : it is deeply pro-European.
But, an #Europe of true cooperation between the states, where social and ecological justice are the heart of the project. Read⤵️ https://t.co/ADm2k42c3Y","['Melenchon', 'NUPES', 'Europe']"
157,matthieuponchel,"Celles qui luttent peuvent perdre, celles et ceux qui ne luttent pas ont déjà perdu.
@ClimatSocial @studio_lambda #CitizenM","Paris, France",1310,1319,5460,124,I wrote about France's new left unity coalition for @guardian. Millions of French people are tired of the Macronist/far-right duopoly. Now there's a force that's serious about representing them and winning power. #Nupes #UnionDeLaGauche  https://t.co/MzHXRbCZVu,[]
158,didrol,,,145,92,21347,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
159,DKaddik,Executive Director @eurliberalforum | Promoting #Liberal ideas | failing #crypto enthusiast | tweets & views are my own; just as my typos,"Brüssel, Belgien",503,459,766,0,"Great portrait in @derspiegel
about #French #discountTrump @JLMelenchon. Another proof that we are in not only in the #ageofpopulism but also that things can always get worse https://t.co/Rs0d9WtPPp","['French', 'discountTrump', 'ageofpopulism']"
160,JEANLUCHOAREAU4,"LFI, RN, gilets jaunes, EELV, cons, antivax, complotistes...
Et maintenant les pro Putin
Ne perdez pas de temps à vouloir me suivre
#Macron2022 #Philippe2027",Réunion,943,787,17550,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
161,VERMERSCH1,"Quot capita, tot sensus",En bas à gauche,128,118,4367,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
162,Sedulia,Longtime American in Paris...ex altero saeculo veni. Like to explain French and Americans to each other. Sometimes I get it wrong. Retweets ≠ agreement,Paris,1286,765,67563,4,"An Anglo journalist in Paris who wants Mélenchon to win a majority in parliament. A refreshing view, though I don’t share it. I sense that I belong to the vast majority of expats living in France would/will vote Macron — the liberal élite bourgeois vote. https://t.co/PvCXokxpRl",[]
163,camillxyz,"il / iel - Antivalidiste, queer, intersectionnel donc anticapitaliste.
Ps: 44=BZH | AAH mon amour...",,760,675,541,0,« Mélenchon’s line: massive state spending to tackle the climate crisis; wealth redistribution and worker protections; an unapologetic response to rising racism and xenophobia; a willingness to bypass European Union rules if they prevent such policies from being carried out. » https://t.co/pUsACm5YQ0,[]
164,ClaudeGuillot3,"🇪🇺 🇧🇪 anti extrêmes, 🔻","Aiseau-Presles, Belgique",353,150,8349,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
165,camillxyz,"il / iel - Antivalidiste, queer, intersectionnel donc anticapitaliste.
Ps: 44=BZH | AAH mon amour...",,760,675,541,2,"What’s probably more upsetting 2 the president: The emergence of a powerful electoral bloc - a coalition committed 2 wealth redistribution, the defence of ethnic and religious minorities – would betray a myth that has served Macron and MLP in recent years

https://t.co/UYnHoK1dIV",[]
166,StanisLefort78,"vie sur les 5 continents, Science, Histoire et Géopolitique, #VaccinezVous #Boomer boosté #Moderna-isé! incompatible RN ou LFI.🇫🇷🇮🇹🇪🇺","Texas, USA",406,1022,21724,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
167,DEYCatherine1,Je suis passionnée par la politique. Je soutiens mon Président. Je défends les valeurs de la République. Je défends mes institutions. Soutien forces de l'ordre.,,1384,6101,649256,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
168,Piethagoram,"25/3/22 completed 55yrs of suffering/supporting #Notts County. Ipcress File's Palmer bests sums it up ""must we sit through any more of this torture?""",,4999,1826,199814,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
169,LucienMarcheci1,"Ma bannière fonctionne aussi pour les antivax, les vegans, les woke, les justiciers à 2 balles, les intégristes verts rouges ou bleus etc, bisous.",,324,81,4328,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen']"
170,frenchieinlimbo,"Loathe  nationalism and fascists/extremists  / fighting disinformation/ debunking fake news and propaganda (extremists/ Russianbots)

🇬🇧🇫🇷🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿","Folkestone, England",1513,6114,60530,8,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un #populiste donnant un speech.

#Mélenchon. 
#lepen 
#zemmour etc  . https://t.co/Ofsk48Mb3n","['populiste', 'Mélenchon', 'lepen', 'zemmour']"
171,Keiradior2M,Debunking fake news and propaganda  since  Brexit  . Compte de secours,"Herne Bay, England",150,339,1322,0,"Look closely  ..

Powerful  cartoon.. 
Illustration  d' un populiste donnant un speech.
#Mélenchon 
#Lepen 
#zemmour https://t.co/0q21KeVq0Q","['Mélenchon', 'Lepen', 'zemmour']"
172,mdcouln,"élu Coulaines Citoyenne et Solidaire, militant LFI et CGT", Coulaines (Sarthe) ,2252,2662,116620,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
173,WolinskiM,artiste peintre,,1495,3343,367777,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
174,PeterTobias8,"Physicist.
Interested in science and politics.","Minnesota, USA",746,713,45247,0,"Melenchon, stop carrying water for Russia.

Reunification it was, because large majority of people of East Germany voted freely for parties that wanted to reunify Germany and did it.
They choose to do in the 1 of 2 ways that kept constitution of West Germany and extended it east. https://t.co/S5LKzfTRK2",[]
175,FacuPomelo,"24. Saavedra. San lorenzo
https://t.co/Yxq0lSCfq3",,120,455,39209,356,"Zooming in on Paris, districts that voted for Macron vs districts that voted for Mélenchon in the 1st round of the presidential election vs the 1871 commune of Paris.  (Diamonds are important barricades) https://t.co/LGiDdylhws",[]
176,patriciamat1,TV shows watcher #TWD #QueenSugar are among my favorites. RT US and French politics. #GeorgeMichael❤💔,Paris - France,1313,1078,119045,2,"What’s probably more upsetting 2 the president: The emergence of a powerful electoral bloc - a coalition committed 2 wealth redistribution, the defence of ethnic and religious minorities – would betray a myth that has served Macron and MLP in recent years

https://t.co/UYnHoK1dIV",[]
177,vivigive,Franco American PhD Globalization & Media-Tulane Univ. Creative Industries. Metteur en scene-HuffPost. Organic Wine,"Scotland, New Orleans & France",4996,2819,66610,4,"An Anglo journalist in Paris who wants Mélenchon to win a majority in parliament. A refreshing view, though I don’t share it. I sense that I belong to the vast majority of expats living in France would/will vote Macron — the liberal élite bourgeois vote. https://t.co/PvCXokxpRl",[]
178,CanalOblik,Canal oblik est un réseau de diffusion d'information pour le Spectacle Vivant,France,3859,3963,430672,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
179,2010KOYAMA,"Humaniste, Scenographe. , FI🔺️
Co. Funder Angkor Photo & workshop Festival. 
Funder of NGO. Anjali House. Cambodia
#EnnemisDeLaRepublique",Cambodia,4202,1761,54889,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
180,NZaxarova,,,199,1609,215794,1,"@leonelk855 Annexation rather than unification.
East Germany **was annexed** by the West Germany (as Mélenchon stated the other day),",[]
181,MaVieFrancaise,Experience France beyond the cliché. A total immersive French travel experience: https://t.co/6CrwCxVKpb Lifelong learning & rich experiences online & in France,We're in France & worldwide,4104,5815,20543,4,"An Anglo journalist in Paris who wants Mélenchon to win a majority in parliament. A refreshing view, though I don’t share it. I sense that I belong to the vast majority of expats living in France would/will vote Macron — the liberal élite bourgeois vote. https://t.co/PvCXokxpRl",[]
182,RobLXXIII,The U.S is a failed state & the biggest threat to world peace. #FreeAssange #HandsOffVenezuela #HandsOffCuba #GPUSA #FreePalestine #FTV #M4A,belly of the beast,3041,1239,49771,45,"fortunately left politicians outside the US are not beholden to this imperial pathology. from corbyn to morales, lula and melenchon, they've all adopted the sensible position that diplomacy is the way forward, not endless slaughter, bravely fighting to the last ukrainian",[]
183,glhfgg2,From Mangolia.,,50,7,1000,0,"If China become that kind of socialist country as you wish and face the threatens from all the reactionary, can you help China? No, you even can't make Sanders, Corbyn or Melenchon become leader. You even won't stop your politicians give Nazi money.",[]
184,gnimie,"Artist, Mom, Spouse, runner.  on the mountain.  Prodemocracy,   Love POTUS and VP.  When we vote we all win.  Now blocking just plain stupid.","Virginia, USA",884,610,164314,0,"The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/to7RN3nHUK",[]
185,Wrong_Salem,"CEO of the Victims of Capitalism Memorial Foundation
The deep state is lying to you about socialism. M4A High Speed Rail NOW!
She/Her Cis/Het🌹☭",Unceded Kalapuya Land,2679,2240,52744,45,"fortunately left politicians outside the US are not beholden to this imperial pathology. from corbyn to morales, lula and melenchon, they've all adopted the sensible position that diplomacy is the way forward, not endless slaughter, bravely fighting to the last ukrainian",[]
186,nicostingl,retuiteo cosas graciosas,"Pyongyang, DPRK",457,408,23935,356,"Zooming in on Paris, districts that voted for Macron vs districts that voted for Mélenchon in the 1st round of the presidential election vs the 1871 commune of Paris.  (Diamonds are important barricades) https://t.co/LGiDdylhws",[]
187,PrometeoNews,"""La libertad de prensa es la libertad del dueño de la imprenta."" Lenin.  Twitter es un buen ejemplo.",,2366,1286,269838,45,"fortunately left politicians outside the US are not beholden to this imperial pathology. from corbyn to morales, lula and melenchon, they've all adopted the sensible position that diplomacy is the way forward, not endless slaughter, bravely fighting to the last ukrainian",[]
188,cornpop4all,just a fisherman,"Seattle, WA",116,24,637,45,"fortunately left politicians outside the US are not beholden to this imperial pathology. from corbyn to morales, lula and melenchon, they've all adopted the sensible position that diplomacy is the way forward, not endless slaughter, bravely fighting to the last ukrainian",[]
189,Platon51728303,#JLM2022 #FranceInsoumise,,484,482,58050,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
190,MilanPrados1,"Monteur Vidéo - Musicien - Blogueuse mode - Sexy Attitude

Compte de secours : @milanprados2","Montreuil, France",938,5221,17853,0,What is something that you're looking forward to? — Mélenchon premier ministre. https://t.co/B8l4m6PoJr,[]
191,ToDiaspora,"Creator of Fraponic, a hybrid creole conlang of Japanese and French. Writer / Scriptwriter

#ConlangTube #GaijinLeft",Neckstitchland,4290,2947,983,4,"Some good news

https://t.co/tDBFYDg9sN",[]
192,Ellliee544,,,533,181,3557,0,@mwesfreid @le_Parisien Vautrin &gt; Melenchon,[]
193,SBrother27,Décolonisation des esprits / Amilcar Cabral / Lutte contre toutes discriminations / Ecologie et Social / Wangari Maathai,Berlin,3741,1866,57014,2,"What’s probably more upsetting 2 the president: The emergence of a powerful electoral bloc - a coalition committed 2 wealth redistribution, the defence of ethnic and religious minorities – would betray a myth that has served Macron and MLP in recent years

https://t.co/UYnHoK1dIV",[]
194,profbzh29,"Harcèlement moral,1° cause de suicide chez les profs.Éducation nationale,une administration gérée par des criminels. #PasDeVague @petitprofencolere@mamot.fr","Bretagne, France",3110,5598,98590,0,"The left has finally got its act together – in France. Watch out, Macron and Le Pen | Cole Stangler https://t.co/8hL8ABnlKU",[]
