,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
92,RortySorbet,"Life is a sacred gift.  Madmen in bunkers have no right to steal it.

СЛАВА УКРАЇНІ ТА ЇЇ ВОЇНАМ!",,469,79,2530,0,"@dszeligowski If you think Micron is appeasing Putin, just be thankful LePen didn't win the French election!",[]
93,AgedAndrew,#AllBlacks #RUOK #ProudGrandad #Prettyman #BLM #Kiwi #Gentleman #IStandWithUkraine,Tharawal Country,4421,3450,63195,2,@MollyJongFast Fox has been pushing Great Replacement since Renaud Camus published his diatribe in 2011. Fox and LePen latched on and have contributed to the growth of the white nationalists since.,[]
94,AtlPeachtreeGa1,Athens native/Atlanta resident. Bulldogs & Falcons fan. 🇺🇸🏈🌮🍺🥃🏀🏳️‍🌈,"Atlanta, Ga. USA ",2113,138,14287,0,@visegrad24 So this is going to be another #Macron vs #LePen election. Both candidates are absolutely horrible,"['Macron', 'LePen']"
95,TarasKu2,,,4,2,1137,0,"Everyone who supports Russia is helping to kill children.
#UNICEF #RedCross #UnitedNations #NATO 
#wsj #Orban #OlafScholz #ABCNews #Macron 
#CBnewlisting #Genocide #tribune 
#aleksandrvucic #LePen2022 #LePen #WarCrimes https://t.co/ToBb7cH71k","['UNICEF', 'RedCross', 'UnitedNations', 'NATO', 'wsj', 'Orban', 'OlafScholz', 'ABCNews', 'Macron', 'CBnewlisting', 'Genocide', 'tribune', 'aleksandrvucic', 'LePen2022', 'LePen', 'WarCrimes']"
96,White_Rose_Dem,"We almost made it out together, unscathed, but ya know, if the thunder don’t get you then the lightning will. Until next time, babe. 💔💔💔",United States ,629,384,14819,2,@MollyJongFast Fox has been pushing Great Replacement since Renaud Camus published his diatribe in 2011. Fox and LePen latched on and have contributed to the growth of the white nationalists since.,[]
97,BlackCo16122436,"Journalist, blogger. https://t.co/HNypzpYoCm",,1046,609,63573,0,"@Reuters .@Reuters Macron, you will never be a Zelenski!!! I invite you to visit my blog! 
https://t.co/CZNj4dWkXI
#Macron #Zelensky #Ukraine #France #UkraineUnderAttack #RussiaInvadedUkraine #franceelection #Macron #LePen","['Macron', 'Zelensky', 'Ukraine', 'France', 'UkraineUnderAttack', 'RussiaInvadedUkraine', 'franceelection', 'Macron', 'LePen']"
98,BlackCo16122436,"Journalist, blogger. https://t.co/HNypzpYoCm",,1046,609,63573,0,"@Reuters .@Reuters #Macron vs #LePen in the ring. When it comes to Putin's rot, they are the same. She a good buddy, he an arms dealer. I invite to visit my blog! https://t.co/5HOr9tNxAh
#Russian #RussiaUkraineWar #UkraineUnderAttaсk #Putin #France #franceelection","['Macron', 'LePen', 'Russian', 'RussiaUkraineWar', 'UkraineUnderAttaсk', 'Putin', 'France', 'franceelection']"
99,2AD_2QUIT,"You're looking here because you think I'm a bot and I got you good. Unlike you, I work for living and not on Twitter all day. Check it, before you wreck it...","Los Angeles, CA",103,65,9211,0,@apmassaro3 France might as well have voted for LePen...🙄,[]
100,SharanskyWailer,,,2572,764,125093,0,"@LaiciteStan Something I find brutally ironic is the fact that before the 19th Century, the French rolled their Rs, so the Arabs that Parisians and LePen voters hate so much actually pronounce the language correctly.",[]
101,jwhoopes2,I don’t tweet with the expectation that I will change your mind. I tweet to let other people who think as I do know that they are not alone. #VoteBlue2022,,28955,27713,261716,2,"White nationalists are Putin’s puppets. Read Renaud Camus 2011 “The Great Replacement” from 2011. This anti immigrant, racist, white nationalist trash has been pushed by Putin’s puppets Marine LePen and Fox News since 2011.",[]
102,geelaz63,,,2047,557,5854,2,"White nationalists are Putin’s puppets. Read Renaud Camus 2011 “The Great Replacement” from 2011. This anti immigrant, racist, white nationalist trash has been pushed by Putin’s puppets Marine LePen and Fox News since 2011.",[]
103,White_Rose_Dem,"We almost made it out together, unscathed, but ya know, if the thunder don’t get you then the lightning will. Until next time, babe. 💔💔💔",United States ,629,384,14819,2,"White nationalists are Putin’s puppets. Read Renaud Camus 2011 “The Great Replacement” from 2011. This anti immigrant, racist, white nationalist trash has been pushed by Putin’s puppets Marine LePen and Fox News since 2011.",[]
104,bjadams156,I have a twin sister.I graduated from Glenn High School in 2013.,"Winston-Salem,NC",5002,1894,233441,2,"@_Vis_Et_Honor_ @nexta_tv And what was the reason for Crimea invasion in 2014? 

It is only fake reason of Poo-tin again. He used the same steps as Hitler did.

Every country has their extremists, in Germany you have AFD, in France LePen etc...",[]
105,kanatonII,"Il n'empêche que ces vaincus, qu'ils se nomment Makhno, Durruti ou Lecoin, ne s'avouent jamais battus, et leur increvable esprit de liberté ressuscite.",Switzerland,5001,3689,58828,0,@moutet #lepen is directly paid by Russians but yes..,['lepen']
106,GabiGiugiaro,Proud European & Collector of anti-ruSSian Memes!,,18,10,521,2,"@_Vis_Et_Honor_ @nexta_tv And what was the reason for Crimea invasion in 2014? 

It is only fake reason of Poo-tin again. He used the same steps as Hitler did.

Every country has their extremists, in Germany you have AFD, in France LePen etc...",[]
107,NotInCongress,"""Human rights do not fall from heaven, nor do civil liberties."" - Willy Brandt","Possibly Eugene, OR",1198,584,2505,0,"This explains why LePen did so well in the polls for a short time. 
https://t.co/tam04eHNpx https://t.co/fHDM0pIPhJ",[]
108,jesusgauna9,,,203,259,106759,1,“Ah but LePen is a russian puppet and coso” https://t.co/Cxieky78bg,[]
109,MrschairmanG,"Treat people how you would like to be treated. If they treat you horribly, bow-locks to them!!",,130,42,3651,0,What's with the shrieking Frenchwoman? Is that where Marine LePen has gone? Loser does #Eurovision2022,['Eurovision2022']
110,drdanoconnor,"Sonny Bono, get off my lanai",,160,2186,40616,0,I bet Marine LePen is hating this DOUZE POINTS #Eurovision #FRA 🇫🇷,"['Eurovision', 'FRA']"
111,EnSealand,阿根廷非官方大使馆（中国省） 在 Principality of Sealand,Una canoa atada al poste derecho de la base marítima,799,1205,35916,1,“Ah but LePen is a russian puppet and coso” https://t.co/Cxieky78bg,[]
112,EmilDeCrypto,"🇭🇷

Crypto. 
Manchester United. 
Hajduk Split.
Westerner but a supporter of the global south.",,504,176,2998,0,"So the #nazi thing is a powerful geopolitical tool for the US.
At the same time it can be applied to #Trump and domestic enemies, Putin and the likes of Germany/Orban/LePen you name it. Whoever dares a different path.","['nazi', 'Trump']"
113,BerenguerDurand,,,179,121,11266,3,"Now this is a surprise  
 Need  to check  what #lepen says .
#Salvini 
#5thColumn https://t.co/m3wE7Xd0xX","['lepen', 'Salvini', '5thColumn']"
114,SilvioBula,,,75,16,4028,0,"Hopefully. 
But till then, Macron and Scholz getting cold feets!
And blackmaile Ukraine before?
Biggest plan from kremlin - not LePen or Merz under control, they got Macron and Scholz working for them! 
If they do so longer, EU going under! https://t.co/fVXPZqqZdV",[]
115,jimcullen,editor of The Progressive Populist and man about town,"Manchaca, Texas",129,57,431,0,"@HCookAustin Well, LePen wanted to hand over all of Ukraine to Putin. (As does Trump.) So, it’s complicated.",[]
116,forthe99prcnt,"#🇺🇦 #UniversalHealthcare #Beto
#RankedChoiceVoting #FlipTexasBlue
#BLM #StopCorpBuyingHomes","Houston, TX",3143,2572,42032,2,"@visegrad24 @EmmanuelMacron may be better than Marine LePen would have been regarding Ukraine in this instance, but it appears to be by a very narrow margin.",[]
117,nordsud6213,"#Ensemble @EmmanuelMacron, #Renaissance 
les Bleus , les bleues, 
AVEC VOUS POUR NOUS TOUS
Soutien aux Forces De l'Ordre, militaires, pompiers.",nordsud,3862,6688,465637,3,"Now this is a surprise  
 Need  to check  what #lepen says .
#Salvini 
#5thColumn https://t.co/m3wE7Xd0xX","['lepen', 'Salvini', '5thColumn']"
118,Keiradior2M,Debunking fake news and propaganda  since  Brexit  . Compte de secours,"Herne Bay, England",150,339,1322,0,"Now this is a surprise  
 Need  to check  what #lepen says .
#Salvini 
#5thColumn https://t.co/R8ZMclpNva https://t.co/98R9EaDIgj","['lepen', 'Salvini', '5thColumn']"
119,frenchieinlimbo,"Loathe  nationalism and fascists/extremists  / fighting disinformation/ debunking fake news and propaganda (extremists/ Russianbots)

🇬🇧🇫🇷🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿","Folkestone, England",1513,6114,60530,3,"Now this is a surprise  
 Need  to check  what #lepen says .
#Salvini 
#5thColumn https://t.co/m3wE7Xd0xX","['lepen', 'Salvini', '5thColumn']"
120,bamajunky,"Reader, Democrat, Believer in Civil Rights for All!
#BLM, Riding' with Biden/Harris, #Vaccinated+ Boosted #BETO4TEXAS  Support #LGBTQ #ButterflyGardening","Waller, Texas",5572,5142,42394,0,@mhmck Just imagine if LePen had won...,[]
121,sojuz115,,,184,5,7085,1,"@OTregub Nothing. Germany is run by #ZPD
Both would live happily under RU occupation heel, while RU would promote the extreme left and right parties and the key #PutinWarCriminal supporters to top tier government positions. Steinmeier and LePen would become Ministers of Foreign Affairs. https://t.co/1yPmz4KqaY",['ZPD']
122,PeterGustav10,Christian/Reaganite/Hispanic/Vaxxer/ProLife/ProGunControl/Antifascist/Anticommunist/TraitorTrump &his domestic terrorists must be jailed forever/ #Ukraine🇺🇦👊,"Miami,English/Spanish spoken😡",4491,1297,18426,0,"@ChristopherJM @zoyashef #France
- Shame on Putin's favorite appeaser #EmmanuelMacron the Chamberlain of our times!
- Shame on all the cowards &amp; traitors in #Europe &amp; #America 
- Shame on LePen, too
Come rain or come shine the whole free world stands with
#Ukraine️ 🇺🇦
#Sweden 🇸🇪
#Finland 🇫🇮
👊👊🏻👊🏼👊🏽👊🏾👊🏿 https://t.co/bpfJ5bVOdq","['France', 'EmmanuelMacron', 'Europe', 'America', 'Ukraine️', 'Sweden', 'Finland']"
123,PaulineRoss75,,"London, England",8,53,11951,1,"@mu_marre @Glowonog @visegrad24 I believe the hearts of the French people are in the right place. But Macron.... Clearly a better option than LePen, but holy fuck. This is a ridiculous thing he tried to push!! What was he ever thinking??!",[]
124,UlyssesBrx,Another American living in Paris. Not impressed by war games. Defend Ukraine today.,,389,54,735,0,"@OTregub When LePen said that people all over France are “afraid” during the debates, I think she meant afraid of losing work, of women wearing veils, and of Macron. I’ve been told Macron is a “monster” by people who think Putin is a strategic genius. What would the French do if invaded?",[]
125,hopemadison226,"I love privacy, Dems who support GAC (AMC), and moose, my totem.  Pfx4.  Not asking media to be nice, just fair.  Please no lists!  
#LoveWins  #CuomoNewYorker",,375,477,21654,0,"@TristanSnell This is how we treat monsters like Putin?  Just invade, and we'll buy you off w/territory? 

No.  And also non, for Macron. 

[Though, to be fair, LePen would've given all of Uk to Putin.]",[]
126,ioannisekolovos,"Researcher & Author. Main areas of interest: Greek & European politics, immigration policy & issues of social cohesion.",Greece,99,2732,29243,0,"In June's parliamentary election, Marine #LePen hopes to create a parliamentary group of at least 15 MPs, that would accord her party more speaking time and other privileges so it can be heard, and harass the powerful

#RN #MarineLePen #farright #populism

https://t.co/FVQ97SVi1f","['LePen', 'RN', 'MarineLePen', 'farright', 'populism']"
127,Eeindc,conservative. Liz Cheney Republican. Not willing to surrender to Trumpists or radical left. dreaming of a #freeIran #freeAfghanistan #freeCuba #freeChina,USA,328,343,60592,0,"How is Macron any better than LePen at this point 🥴

Also an enormous embarrassment for Brexit alarmists like @anneapplebaum 

EU has proven repeatedly to be unfit https://t.co/N5SrGkZVZV",[]
128,CJ11859442,,"California, Empire of Lies",754,38,2991,0,"@m8tis_seb @Alexand79741357 @ClintEhrlich Wrong on LePen (pro Mélenchon) &amp; if pro-Russia means believing Russia was provoked by the US &amp; NATO, had a destabilizing &amp; bloody war on its border for 8 years, tried in vain to get Ukraine, US, &amp; EU to negotiate for peace but was finally left no choice, then so be it",[]
129,AndresDidier1,"Glücklich, wer das, was er liebt, auch wagt, mit Mut zu beschützen - Non Quia Difficilia Sunt Non Audemus, Sed Quia Non Audemus Difficilia Sunt - EU-Citoyen !",E.U.,1463,365,9559,0,"Senator Paul ... in the US ... For instance ...
Boris Johnson &amp; Nigel Farage ... in UK
AfD &amp; Schröder... in Germany
LePen &amp; Mélenchon in FR
Salvini in Italy
Orban in Hungary
etc ...
Well, WE MUST TIDY UP the House !
It is time to do it ! https://t.co/YcbY7bfDrm",[]
130,MerveAkar00,Mardin GM Diplomacy Academy European Workshop,,65,39,1417,6,"As all-important French election approaches, Le Pen’s ties to Putin come under intense scrutiny

https://t.co/pSP8XMkQIs

@MardinDiplomasi
@Independent
#France #LePen #Putin #Macron",[]
131,tuan007,"Dislike CORRUPT male & female politicians. Never forget 12/6, 9/11, 1/6, 2017-2021. Poor people deserve HELP to lift them up.",,5325,5863,286705,0,The French thought Macron is better than LePen Putin. https://t.co/xp0Btjh6lH,[]
132,Musc1esbri2,"Political centrist, rock fan.",,3671,2507,14266,0,"@wobski421 @TheGhos72578902 @ShegorTheReador @cybremike1 @of_flocks @Chr1s_not_a_bot @AndrewKnight226 @GeorReader @just2sayin @Gazza41 @Roblev0 @1ainTro11sBots @Jimbo12449841 @LeftBehindPoet @Martin020455 @SetCondiment @AgathaPlNKERTON @BeowulfSchaefer @JonHlluk @PaddyM10128237 @wanderer_bolton @EliasHoshea @Claesson_Kate @Begentle50 @CIaeson_Kate @CharlieCarlsbad @Rayjudd7 @afewpoints @stilllearning90 @cathyby @Obohobofromnobo @HWick_Chris @Christinauk53 @PetrasPics66 @somechewlip @CredaCreda @David19531501 @EuOutta @ChrisEv06631592 @Davidmetroland @Nicoledso @GeoffBarton9 @The_Leaver @ConraddKonnrad @Desuetudine @JohnRya13591294 @unhappywithshit @LGBTSRH @Daddy__c0o1 1) How has Macron ""sided"" with The Russians? 
2) If you were at a bothered about him doing so, you'd hardly a have been supporting LePen a few weeks ago.
#brexitertalkingbollocksalert 😂",['brexitertalkingbollocksalert']
133,ReflectedES,,,54,1,164,0,"@JohnDoe78061202 @JasminMuj F is sovereign and can of course decide ""only our business matters, effing UA can get lost"". They can decide to leave NATO, as all 3 top candidates (Macron, LePen, Melenchon) are anti-NATO. But we are sick and tired of F deception, we don't need Macron's sleazy hoodie stunts.",[]
134,lowkell,Founder/editor of Blue Virginia.,Virginia,2127,6550,115417,0,"@moutet Because LePen is a fascist, obviously.",[]
135,ReflectedES,,,54,1,164,0,"@moutet Fair point, but we have to see that a strong majority of French voted for candidates (LePen, Macron, Melenchon) who are ALL anti-NATO, anti-US, and much more sympathetic to RU than to UA. The French position is egoistic and imperialistic, the top 3 candidates agree on this.",[]
136,mailibradley,My favorite things are reasonableness & kindness to animals,,249,296,54796,0,"@moutet Marine LePen would’ve been joining your forces with the Russian Army’s.

Not perfect, but still better.",[]
137,GreenJDandWords,"Anonymous for safety reasons.  PhD, JD Estonian American in California. Westsplainers and GENOCIDE DENIERS will be blocked, in case you're wondering.","San Francisco, CA",418,319,10095,0,"@moutet LePen would have given all of Ukraine, plus the Baltic States and Poland to Russia",[]
138,mattlogical,"How they cast Jay Hernandez as the new Magnum PI when I was like totally available is just mind boggling.

Truth, decency, and democracy.

He, him.","Los Angeles, CA",2770,1866,130533,0,"@SteveTiger999 @Global_Occupant True. Marine LePen got 42% of the vote in France accusing Macron of causing high gas prices. She should have been at 30%. I mean, she's a nazi. Not hyperbole.",[]
139,Peanugbug,"She/Her
🇺🇦#SlavaUkraini🇺🇦 #NeverthelessShePersisted",Upper Midwest USA,674,393,13920,0,@moutet LePen would have done A WHOLE HELLUVA LOT WORSE. I honestly don't know what Macron is thinking especially in light of all the horrific atrocities 🇷🇺 has &amp; still is committing against 🇺🇦. BUT I do know LePen would've been unbelievably worse &amp; very destructive.,[]
140,VGeddon,,,154,62,4441,0,@FranceauKosovo Lepen should have won,[]
141,BridgTennessee,,"Tennessee, USA",87,8,248,0,@ChristopherJM @zoyashef Macrobiotic is better than Marine LePen. That's about it.,[]
142,JanLeschke,,,227,9,989,0,"@KramarenkoMari3 @KyivIndependent the AfD, and they are also the biggest supporters of Russia. In France LePen, in Netherlands Wilders, in Austria FPÖ, in Hungary Orban, in Serbia Vučić. The Brexit was also orchestrated by Moscow.",[]
143,mrnast331391,D.J  AND PRODUCER,miami beach  FL,1303,1253,769,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
144,bdog_mom,"Dem, Pro Roe,BLM, LBGTQ ally, former ER Trauma Nurse Specialist, Cubs,BHawks, rescue dog mom, grandma. Jersey born now midwest Views are my own, no lists or DMs",,5045,4665,50793,0,@Billbrowder @SarahMacDunn How very LePen of him,[]
145,ChainsawMelee,"I stand with Ukraine 🇵🇱🤝🇺🇦🦊, do not make peace with evil, destroy it!",🇵🇱,879,746,23935,1,"Is Macron really this tone-deaf?
Or is he even more in Putin's camp than LePen is?

He should know that you cannot negotiate with terrorists.

What would his forebears, who gifted the Statue Of Liberty to the USA, think about this?🧐🤔 https://t.co/hrZbn31UbC",[]
146,Hein_The_Slayer,"Of Life, The Universe & Everything...                   Always Seek Truth.      TESLA, SPACEX, TBC!        Respect all life ✊🏿   And yes, Fully Vaccinated!",,1414,2825,64793,1,"Is Macron really this tone-deaf?
Or is he even more in Putin's camp than LePen is?

He should know that you cannot negotiate with terrorists.

What would his forebears, who gifted the Statue Of Liberty to the USA, think about this?🧐🤔 https://t.co/hrZbn31UbC",[]
147,boght,Power Through Peace,,768,215,21684,0,@NikaMelkozerova That will only last a minute..Macron should know better.. It was surprising foll LePen’s admission of a personal Russian loan and supporting Oil imports 👎,[]
148,legal_dark,,,644,305,4144,0,"@MorawieckiM Greatest LIAR of all times. 
We know that when you say DAY it’s actually NIGHT, black is white, yes is no. 

You’ve been against Putin you say? So what did you agree on with Putin’s friends: LePen, Orban, Salvino when you met them after the plans of war had been revealed? https://t.co/HU9CZ5ZC4v",[]
149,UKogoj,,,56,6,626,1,"@mbrookerhk Not a CCP fan.  But your statement is silly.  The rise of Trump is an indictment on electoral democracy.  Putin, an indictment on kleptocracies.  LePen (not elected), Bolsonaro, Orban... all failures of their own systems.

Hint:  it's the authoritarian, not the system.",[]
150,BorakPetr,,,105,35,9693,8,@apmassaro3 Who authorized Macron to “make concessions” on behalf of Zelensky and Ukrainians?  Macron is weakening the alliance!!  I thought LePen lost the election in France!,[]
151,philbony,"Rarely understood.  Sometimes misinformed.  Often right.  Always sincere.  Monitor, not a guard.  C-league champ.  That guy.  #Sabres  #GoBills",USA,509,151,17914,1,"@mbrookerhk Not a CCP fan.  But your statement is silly.  The rise of Trump is an indictment on electoral democracy.  Putin, an indictment on kleptocracies.  LePen (not elected), Bolsonaro, Orban... all failures of their own systems.

Hint:  it's the authoritarian, not the system.",[]
152,m_strzembosz,"notorycznie bezpartyjny, nie lubię wyznawców, klakierów, nienawistników i myślenia stadnego. większe teksty na fb/permanentnie wkurzony obywatel.",,122,82,738,0,@moutet LePen believes that Putin is entitled to the whole Ukraine,[]
153,bohemiennevoice,,Canada,779,501,40312,0,@Mr_Juise @yagizakdag98 @KarolinaWierci1 @Bohdan56412243 @visegrad24 Ok! I speak French 1)Truth France have hate/ love relation with usa 2) business links with Russia/ Russia play their fantasy to just make usa go away but France is complex! Macron is better than lepen but like lights and know usa won't go away now but want to be relevant!,[]
154,ThetaParadox,Hi there! BSc. in Psychology. Studies Software Engineering at JAMK. Software integration specialist at a disclosed company. On a journey to improve myself.,Earth,901,689,26399,0,@berkindaloglu @altaytrka @CNBeffect @DM7280 @spectatorindex I don't think France or Germany is seeking to leave EU anytime soon. They are the countries that benefit the most from EU trade deals &amp; France just held elections a couple of weeks ago where pro-EU Emmanuel Macron won again whilst anti-EU Marie LePen lost the elections.,[]
155,thw425,"Currency Trader.  Proud member of the Deep State and Woke Mob.  Don't be an idiot, get vaccinated.  https://t.co/p8yZ29ksLm",Western New York,1388,1023,19973,0,"Macron is a lot better than LePen, but obviously, mes amis, that's not saying much. https://t.co/2yo7X27xD3",[]
156,igrokosmos,Strugatzki - Lem - Alan Moore - Cyberpunk - Savage Worlds - Moskau/Berlin - retro gaming - alte Filme - Graphic Novels,"Berlin, Deutschland",621,86,7348,0,"@kanapolotos @andersostlund Yes, this was the picture.
-LePen in France
-RU supporting the separatists in Catalonia and all extreme leftists and rightists to further destabilize the West
-PRC behind RU
-POL, MOL, CZ, SLO and BALT at #PutinWarCriminal 's mercy = Novorossiya
-SWI, SWE and FIN neutral",['PutinWarCriminal']
157,AsssadThoughts,"I ♥️ my ass & ze seat it sits on. Independent - except on Putin-Iran-Hezbo-Bibi-Bennet-Bama-Trump-Biden-alBaghdadi-Qaeda. Assad+Putin: different asses, same 💩",personal hell,51,112,4571,0,"@moutet Unlike #LePen, Macron licks boots of a leader of sovereign state, not how banker‼️",['LePen']
158,hataruk,Adventurer/ Philanthropic Marauder,,548,225,3351,0,@moutet Because LePen would among other things seek to wreck NATO.,[]
159,azihPaul1,"Friend to all, hard working and creative",,6,1,1033,0,"@ChristopherJM @zoyashef Macron has just won the election , frankly had all this information been made public prior anyone could have stood against Macron or Lepen and defeated them 
Amazing, two Russian sympathisers stood against each other, France won’t be conned again.",[]
160,n0shortcuts,"WNBF Pro
ICN iCompeteNatural Pro
WBC Korea Pro
ISSA Certified Personal Trainer
MrChungju
ICN Pro World's 4th Overall
Mi'kmaq Descendant",South Korea,67,34,4588,0,@EuromaidanPR And yet LePen would have probably been worse. There is no good option in France,[]
161,DHeitaum,"Politiquement instable, plutôt à droite.
Ingé, developpeur, catho, 25 ans.

Politically unstable but leaning right-wing.
Engineer, software dev, catholic. 25yo.","Paris, France",90,52,1736,0,"@forexmasterbg @KyivIndependent ""Almost"" lel, no.
Polls day before election were similar to those before the war.
And his results against LePen were what was given by polls long before elections.",[]
162,em56464,,,514,184,9039,0,@Sacri71 @luiswithyou @a_meluzzi @Luca__Pagani @TheDocReQ3 You have already believe anything even naxism that is fine no problem but you cry for ucraine and for France with lepen you are on the street to protest.....2 different believes......yes YOU believe that earth is flat,[]
163,max_smithee,"filmmaker/filmeditor in Berlin. cancel me, that's why I'm here.",Berlin,70,6,195,0,"@finkenbein1 @cryptodrftng 1/2 I am very concerned what is happening in Europe, eg. Hungary, Serbia, Slovakia. LePen and AfD being financed by officially banned RU-Banks. at the same time: massive global warming problems, we're very close to critical tipping points.",[]
164,sschlachter,"I may post business topics occasionally, but any opinions expressed here are my own. World-traveller with profound interest in history and geopolitics.",Germany,214,108,2862,0,@stuartpstevens And we were all happy about LePen loosing to Macron. Now this.,[]
165,Shaunnotsharon,"#FBPE #FBPA #FBNHS #johnsonout
No DM's please. no time to reply at the moment. Love animals, no matter how they are cooked.","Galera, España",2049,1763,87373,4,"@KyivIndependent I have a better idea: Macron should offer russia concessions on France's sovereignty to help Putin save face.

It's hard to believe, but this situation is actually better than it would have been if LePen had won. 🙄",[]
166,TradingBCN,"Live in London, firm believer in Newton third law : For every action, there is an equal and opposite reaction",LONDON,709,142,476,0,"Hypocrisy, #French in #London will do whatever it takes to prevent #Nationalist to be elected in #France ,however they don't have any pb living in a country ruled by a #Tory party full of people worse than #Zemmour or #Lepen","['French', 'London', 'Nationalist', 'France', 'Tory', 'Zemmour', 'Lepen']"
167,4usall,"""My country right or wrong. When right to be kept right, when wrong to be set right."" ~ Sen. Carl Schurz 
#BidenHarris2020 #KHive
Nature Bats Last
Earth Abides",Los Angeles,1403,744,45002,0,@hashtagwarfreek @AaronParnas @MLP_officiel She’d have stood down and let Putin take the whole country. Western Democracy dodged a bullet with LePen.,[]
168,grancake,Hands on Gran cares about life.Change the world if I could.History fanatic.,Staffordshire,1534,3206,411365,11,"Am I correct in saying that #Macron accused #LePen of being a #Russian stooge during the French election?French haven’t learnt from history.
We’re long past helping out @KremlinRussia_E.
Appeasement never works &amp; If #Zelenskyy cedes territory to #Putin he’d be emboldened. https://t.co/0kLNNfUWIn","['Macron', 'LePen', 'Russian']"
169,OlivierBinda,"Mathematician. Solves issues and the World has many...
Admires Ukrainians and the lore of Teri Kanefield...",,69,29,2028,0,"@andersostlund As a french that would like France to really help Ukraine (thre is no doubt this is a GOOD vs EVIL war) and who doesn't recognize himself in the actions/words of our president (elected to bar the way to putinist lepen).

I clearly saw that coming... and deserved. /1",[]
170,FlsaToday,Tweeting about FLSA and EEOC issues today and important issues for tomorrow.,"San Francisco, CA",1010,3300,145045,1,"K3 Holdings, Hewlett Packard, Starbucks, Climate Action  https://t.co/Pt6DrSwZIi  #PeopleAreRevolting #K3 #K3Holdings #LA #CA #Housing #Starbucks #Union #NLRB #HewlettPackard #Israel #Apartheid #BDS #Palestine #XR #ClimateCrisis #France #UK #Macron #LePen","['PeopleAreRevolting', 'K3', 'K3Holdings']"
171,peoplerevolting,"""The People are Revolting! (in the very best sense of that word)"" -Jim Hightower

A podcast celebrating people fighting back against oppressive structures.",Earth,41,23,1158,1,"K3 Holdings, Hewlett Packard, Starbucks, Climate Action  https://t.co/Pt6DrSwZIi  #PeopleAreRevolting #K3 #K3Holdings #LA #CA #Housing #Starbucks #Union #NLRB #HewlettPackard #Israel #Apartheid #BDS #Palestine #XR #ClimateCrisis #France #UK #Macron #LePen","['PeopleAreRevolting', 'K3', 'K3Holdings', 'LA', 'CA', 'Housing', 'Starbucks', 'Union', 'NLRB', 'HewlettPackard', 'Israel', 'Apartheid', 'BDS', 'Palestine', 'XR', 'ClimateCrisis', 'France', 'UK', 'Macron', 'LePen']"
172,SusanLovesToDa1,"New to twitter. I support 🌊I am still in school and working part time at a law firm. Born in Wisconsin, I am well traveled. I love EDM and dance music. House.","Englewood Cliffs, NJ",454,292,4555,3,Marine #LePen and all the candidates from her Fascist party are racist. Pass it on to the #French @NadelParis #MajoritePresidentielle #MajoritePourMacron https://t.co/5HN89Nvt5J,"['LePen', 'French']"
173,SusanLovesToDa1,"New to twitter. I support 🌊I am still in school and working part time at a law firm. Born in Wisconsin, I am well traveled. I love EDM and dance music. House.","Englewood Cliffs, NJ",454,292,4555,4,That woman needs to go! #LePen is still running using the same #Trump playbook with #putin's money! @NadelParis @JoyfullyLa #MajoritePresidentielle #MajoritePourMacron https://t.co/gChqcKDlPi,"['LePen', 'Trump', 'putin']"
174,igrokosmos,Strugatzki - Lem - Alan Moore - Cyberpunk - Savage Worlds - Moskau/Berlin - retro gaming - alte Filme - Graphic Novels,"Berlin, Deutschland",621,86,7348,1,"@OTregub Nothing. Germany is run by #ZPD
Both would live happily under RU occupation heel, while RU would promote the extreme left and right parties and the key #PutinWarCriminal supporters to top tier government positions. Steinmeier and LePen would become Ministers of Foreign Affairs. https://t.co/1yPmz4KqaY","['ZPD', 'PutinWarCriminal']"
175,SusanLovesToDa1,"New to twitter. I support 🌊I am still in school and working part time at a law firm. Born in Wisconsin, I am well traveled. I love EDM and dance music. House.","Englewood Cliffs, NJ",454,292,4555,0,"@NadelParis Bec of #LadyG not liking her tweets. We want to protect her account, so see responses to #LePen's posts trying to get her mignons elected (she lost), in perfect French+tagging this clip. It's Nadel's content. If you wish to help, DM @JoyfullyLa Accts safe tho, 1st amendment. 2/2","['LadyG', 'LePen']"
176,3000Supertroll,State of the art A.I. trolling machine.,Earth ,87,3,219,0,@IlvesToomas Everyone said LePen was Putin's inside man in Paris but it is apparent that they were all wrong.,[]
177,extremepain,"58 yr old father of 4, Former Art Director and Professor. Living in the most reasonable portion of the most unreasonable State in the Union.",In the Elsewhen.,852,323,3790,0,"@StaceyCKs1 Retweeted, careful with f-bombs. Reason i may have been put in Twitter timeout for saying (edited). ""Marine LePen is a fascist beach"". Ive slipped in f-bombs, and I seen the same for others.i guess they thought I was being misogynistic, so I'll assure them, Vlad is a beach too.🖕",[]
178,TomChan87394328,,,107,12,314,0,@visegrad24 Putin’s puppet and we through LePen was bad,[]
